Genome ID,amoxicillin,beta-lactam,cefepime,cefotaxime,ceftriaxone,cefuroxime,chloramphenicol,clindamycin,erythromycin,levofloxacin,linezolid,meropenem,penicillin,quinupristin_dalfopristin,tetracycline,trimethoprim_sulfamethoxazole,vancomycin
1313_27133,,,,,,,S,,S,,,,S,,R,S,
1313_24789,,,,,,,S,,S,,,,S,,R,,
1313_12485,,S,,,S,,,,,,,,,,,S,
1313_32122,,,,,,,S,,S,,,,R,,R,,
1313_29817,,,,,,,,,S,,,,S,,S,S,
1313_17396,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_42040,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_25604,,,,,,,,,,,,,R,,,R,
1313_20241,,,,,,,S,,S,,,,,,S,S,
1313_23369,,,,,,,S,,R,,,,R,,R,R,
1313_20668,,,,,,,R,,S,,,,,,R,S,
1313_32176,,,,,,,S,,S,,,,S,,R,S,
1313_21809,,,,,,,,,S,,,,S,,S,S,
1313_22234,,,,,,,S,,S,,,,S,,S,S,
1313_26541,,,,,,,S,,S,,,,S,,R,R,
1313_26137,,,,,,,S,,R,,,,R,,R,R,
1313_26125,,,,,,,R,,S,,,,S,,R,S,
1313_24132,,,,,,,,,S,,,,S,,,,
1313_24745,,,,,,,S,,S,,,,R,,R,,
1313_29847,,,,,,,,,S,,,,S,,S,S,
1313_24012,,,,,,,R,,S,,,,,,R,R,
1313_33797,,,,,,,S,,S,,,,S,,R,S,
1313_24610,,,,,,,S,,S,,,,R,,S,R,
1313_22986,,,,,,,S,,S,,,,S,,R,,
1313_25315,,,,,,,S,,R,,,,S,,S,S,
1313_24500,,,,,,,S,,R,,,,R,,R,R,
1313_23568,,,,,,,S,,S,,,,,,S,S,
1313_47177,,,,,S,,S,S,R,S,,,,,R,R,
1313_22555,,,,,,,,,S,,,,S,,S,R,
1313_46973,,,,,R,,S,R,R,S,,,,,S,R,
1313_34328,,,,,,,R,,R,,,,R,,R,R,
1313_32736,,,,,,,S,,R,,,,S,,R,R,
1313_23649,,,,,,,R,,S,,,,S,,R,R,
1313_27238,,,,,,,S,,R,,,,S,,R,R,
1313_47175,,,,,S,,S,S,S,S,,,,,S,R,
1313_30558,,,,,,,,,R,,,,R,,,,
1313_32395,,,,,,,,,R,,,,S,,R,R,
1313_30353,,,,,,,S,,S,,,,R,,R,,
1313_17434,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_23180,,,,,,,,,R,,,,R,,,,
1313_33839,,,,,,,S,,S,,,,S,,S,S,
1313_46828,,,,,S,,S,R,R,S,,,,,S,R,
1313_31023,,,,,,,S,,S,,,,R,,S,R,
1313_31923,,,,,,,,,S,,,,R,,R,,
1313_24728,,,,,,,S,,R,,,,S,,R,,
1313_9128,,,,,,,S,,S,,,,S,,R,S,
1313_25802,,,,,,,S,,R,,,,S,,S,S,
1313_25318,,,,,,,S,,S,,,,S,,S,S,
1313_10540,,S,,,S,,,,,,,,,,,R,
1313_47186,,,,,S,,S,S,S,S,,,,,S,S,
1313_29813,,,,,,,,,S,,,,R,,S,R,
1313_27314,,,,,,,R,,S,,,,S,,R,R,
1313_10493,,S,,,S,,,,,,,,,,,R,
1313_22090,,,,,,,,,S,,,,S,,S,S,
1313_20302,,,,,,,S,,S,,,,,,R,S,
1313_6086,,,,,S,,,,S,,,,,,S,,
1313_25472,,,,,,,,,,,,,,,,S,
1313_41956,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_33396,,,,,,,S,,S,,,,S,,S,S,
1313_10360,,S,,,S,,,,,,,,,,,R,
1313_24377,,,,,,,S,,S,,,,R,,S,R,
1313_27393,,,,,,,S,,S,,,,S,,S,R,
1313_32070,,,,,,,S,,S,,,,,,S,,
1313_31227,,,,,,,S,,S,,,,,,R,R,
1313_22532,,,,,,,,,S,,,,R,,S,R,
1313_10210,,R,,,R,,,,,,,,,,,R,
1313_31130,,,,,,,S,,S,,,,,,R,R,
1313_22977,,,,,,,R,,R,,,,R,,R,,
1313_12817,,S,,,S,,,,,,,,,,,S,
1313_32510,,,,,,,S,,S,,,,S,,R,S,
1313_33221,,,,,,,R,,R,,,,S,,R,R,
1313_32278,,,,,,,,,,,,,R,,,R,
1313_34071,,,,,,,S,,S,,,,,,R,R,
1313_22664,,,,,,,S,,S,,,,S,,S,S,
1313_26134,,,,,,,S,,S,,,,S,,R,S,
1313_23428,,,,,,,S,,S,,,,S,,S,R,
760856_3,R,,,S,S,R,S,S,R,S,S,R,R,S,S,R,S
760834_3,S,,,S,S,R,S,S,R,S,S,R,R,S,S,R,S
1313_31135,,,,,,,S,,S,,,,S,,S,R,
1313_26647,,,,,,,S,,S,,,,S,,R,R,
1313_23811,,,,,,,S,,R,,,,S,,R,S,
1313_24076,,,,,,,S,,S,,,,,,S,R,
1313_33580,,,,,,,S,,S,,,,S,,R,S,
1313_29766,,,,,,,,,R,,,,R,,R,R,
1313_33841,,,,,,,S,,S,,,,S,,S,S,
1313_22123,,,,,,,,,S,,,,S,,S,S,
1313_20491,,,,,,,S,,S,,,,R,,S,S,
760803_3,S,,,S,,S,S,S,R,S,S,S,S,S,S,S,S
1313_34233,,,,,,,S,,S,,,,S,,R,S,
1313_26742,,,,,,,S,,S,,,,S,,S,R,
1313_25938,,,,,,,,,S,,,,S,,R,,
1313_25410,,,,,,,S,,S,,,,S,,S,S,
1313_34476,,,,,,,R,,R,,,,R,,R,R,
1313_32081,,,,,,,S,,S,,,,,,R,,
1313_30339,,,,,,,S,,S,,,,S,,R,,
1313_31169,,,,,,,S,,S,,,,,,R,R,
1313_11289,,S,,,S,,,,,,,,,,,R,
1313_10571,,S,,,S,,,,,,,,,,,R,
1313_27928,,,,,,,S,,S,,,,S,,S,S,
1313_46832,,,,,R,,S,R,R,S,,,,,R,R,
1313_25906,,,,,,,,,,,,,,,,R,
1313_31885,,,,,,,S,,S,,,,S,,S,S,
1313_32547,,,,,,,,,,,,,,,,S,
1313_47202,,,,,S,,S,R,R,S,,,,,R,R,
1313_33324,,,,,,,S,,S,,,,S,,R,S,
1313_17386,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_27151,,,,,,,S,,S,,,,S,,R,R,
1313_26494,,,,,,,S,,S,,,,S,,R,S,
1313_46544,,,,,S,,S,S,R,S,,,,,R,R,
1313_30793,,,,,,,S,,R,,,,R,,R,R,
1313_22545,,,,,,,,,S,,,,S,,S,R,
1313_25569,,,,,,,S,,S,,,,R,,R,R,
1313_22994,,,,,,,S,,S,,,,S,,R,,
1313_23993,,,,,,,S,,S,,,,,,R,R,
1105121_3,R,,,R,R,R,S,R,R,S,S,R,R,S,R,R,S
1313_24946,,,,,,,S,,S,,,,S,,R,S,
1313_31091,,,,,,,S,,S,,,,,,S,R,
1313_26683,,,,,,,S,,S,,,,R,,R,R,
1313_31724,,,,,,,S,,S,,,,S,,S,S,
1313_32490,,,,,,,S,,R,,,,S,,R,R,
1313_26913,,,,,,,S,,S,,,,S,,R,R,
1313_26116,,,,,,,,,,,,,R,,,R,
1313_25324,,,,,,,S,,R,,,,S,,S,R,
1313_27117,,,,,,,S,,S,,,,S,,R,R,
1313_27224,,,,,,,S,,R,,,,S,,R,R,
1313_12303,,R,,,S,,,,,,,,,,,R,
1313_33669,,,,,,,S,,S,,,,S,,S,S,
1313_10597,,S,,,S,,,,,,,,,,,R,
1313_47086,,,,,S,,S,S,R,S,,,,,R,R,
1313_31276,,,,,,,S,,S,,,,S,,R,R,
1313_10964,,R,,,S,,,,,,,,,,,R,
1313_33445,,,,,,,S,,R,,,,R,,S,R,
1313_30830,,,,,,,S,,S,,,,S,,S,R,
1313_32289,,,,,,,,,R,,,,R,,R,R,
1313_46956,,,,,R,,S,S,R,S,,,,,S,S,
1313_31795,,,,,,,S,,S,,,,S,,S,S,
1313_10329,,S,,,S,,,,,,,,,,,S,
1313_29852,,,,,,,,,S,,,,S,,S,R,
1313_42013,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_11080,,R,,,S,,,,,,,,,,,R,
1313_8709,,,,,,,S,,S,,,,S,,S,S,
1313_24472,,,,,,,S,,S,,,,S,,S,R,
1313_46704,,,,,R,,S,S,R,S,,,,,S,S,
1313_47127,,,,,S,,S,S,R,S,,,,,S,R,
1313_32514,,,,,,,S,,S,,,,S,,S,S,
1313_32533,,,,,,,S,,S,,,,S,,R,S,
1313_31222,,,,,,,S,,S,,,,S,,S,R,
1313_32523,,,,,,,S,,R,,,,S,,S,R,
1313_10237,,R,,,R,,,,,,,,,,,R,
1313_6969,,,,,,,,,,,S,,,S,,,
1313_30989,,,,,,,S,,S,,,,S,,S,R,
1313_33670,,,,,,,S,,S,,,,R,,S,S,
1313_12822,,S,,,S,,,,,,,,,,,R,
1313_47128,,,,,R,,S,S,R,S,,,,,R,R,
1313_23554,,,,,,,S,,S,,,,S,,S,R,
1313_28046,,,,,,,S,,S,,,,S,,,,
1313_25391,,,,,,,S,,S,,,,S,,S,S,
1313_10711,,S,,,S,,,,,,,,,,,S,
1313_24023,,,,,,,S,,S,,,,S,,R,R,
1313_46995,,,,,S,,S,S,R,S,,,,,S,R,
1313_27321,,,,,,,S,,S,,,,S,,R,S,
1313_21014,,,,,,,S,,S,,,,,,S,S,
1313_10132,,S,,,S,,,,,,,,,,,R,
1313_26776,,,,,,,S,,S,,,,S,,S,R,
1313_27612,,,,,,,,,R,,,,S,,S,R,
1313_32048,,,,,,,S,,R,,,,R,,R,R,
1313_42058,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_24446,,,,,,,S,,R,,,,S,,R,S,
1313_32206,,,,,,,S,,S,,,,S,,R,S,
1313_30944,,,,,,,S,,S,,,,S,,S,S,
1313_32753,,,,,,,,,,,,,R,,R,R,
1313_23425,,,,,,,S,,S,,,,S,,S,R,
1313_31738,,,,,,,S,,S,,,,S,,S,S,
1313_21001,,,,,,,S,,S,,,,S,,S,S,
1313_47240,,,,,S,,S,S,R,S,,,,,R,S,
1313_33341,,,,,,,S,,R,,,,S,,R,R,
1313_23659,,,,,,,S,,S,,,,,,S,S,
1313_17398,,,,,,,,S,S,,,,S,,S,S,
1313_32191,,,,,,,S,,S,,,,S,,R,S,
1313_8606,,,,,,,S,,S,,,,S,,R,S,
1313_12042,,R,,,S,,,,,,,,,,,R,
1313_32174,,,,,,,S,,S,,,,S,,R,R,
1313_33466,,,,,,,S,,R,,,,R,,S,R,
1313_12722,,S,,,S,,,,,,,,,,,R,
1313_12499,,S,,,S,,,,,,,,,,,S,
1313_11349,,R,,,S,,,,,,,,,,,R,
1313_21810,,,,,,,,,S,,,,S,,S,S,
1313_31739,,,,,,,S,,R,,,,R,,S,R,
1313_23621,,,,,,,S,,R,,,,R,,R,R,
1313_24908,,,,,,,S,,S,,,,S,,R,S,
1313_26046,,,,,,,,,S,,,,R,,R,R,
1313_26758,,,,,,,S,,R,,,,R,,R,R,
1313_31462,,,,,,,S,,S,,,,R,,S,R,
1313_24867,,,,,,,S,,S,,,,R,,R,R,
1313_33896,,,,,,,S,,S,,,,S,,S,S,
1313_25817,,,,,,,S,,R,,,,S,,R,S,
1313_24942,,,,,,,S,,S,,,,S,,R,S,
1313_26914,,,,,,,S,,S,,,,S,,S,R,
1313_25163,,,,,,,S,,R,,,,S,,R,R,
1313_33810,,,,,,,S,,S,,,,S,,R,S,
1313_9140,,,,,,,S,,S,,,,S,,S,S,
1313_24532,,,,,,,S,,S,,,,S,,S,R,
1313_34134,,,,,,,S,,S,,,,R,,S,R,
1313_24393,,,,,,,S,,S,,,,S,,S,S,
1313_31659,,,,,,,R,,,,,,R,,R,,
1313_8986,,,,,,,S,,S,,,,R,,S,S,
1313_33934,,,,,,,S,,S,,,,S,,R,R,
1313_26681,,,,,,,S,,S,,,,S,,R,R,
1313_47105,,,,,S,,S,S,S,S,,,,,S,S,
1313_33437,,,,,,,S,,R,,,,R,,S,R,
1313_30107,,,,,,,S,,S,,,,S,,R,S,
1313_17422,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_20338,,,,,,,S,,S,,,,R,,S,S,
1313_10941,,S,,,S,,,,,,,,,,,S,
1313_11459,,S,,,S,,,,,,,,,,,R,
1313_24886,,,,,,,S,,R,,,,S,,R,R,
1313_33763,,,,,,,,,,,,,S,,R,R,
1313_20610,,,,,,,S,,S,,,,R,,R,S,
1313_26607,,,,,,,S,,S,,,,R,,R,R,
1313_22131,,,,,,,,,S,,,,R,,S,R,
1313_31081,,,,,,,S,,S,,,,R,,S,R,
1313_27044,,,,,,,S,,S,,,,S,,R,R,
1313_10310,,R,,,S,,,,,,,,,,,R,
1313_33230,,,,,,,,,R,,,,R,,R,R,
1313_26057,,,,,,,,,,,,,,,,S,
1313_33714,,,,,,,S,,S,,,,S,,R,R,
1313_5665,,,,R,,,,,R,,,,,,R,,
1313_46532,,,,,S,,S,S,S,S,,,,,S,S,
1313_26772,,,,,,,S,,R,,,,R,,R,R,
1313_47211,,,,,S,,S,S,S,S,,,,,S,R,
1313_26728,,,,,,,S,,S,,,,S,,S,S,
1313_27243,,,,,,,S,,S,,,,S,,S,R,
1313_32224,,,,,,,S,,S,,,,S,,R,S,
1313_24131,,,,,,,,,R,,,,S,,,,
1313_22487,,,,,,,S,,S,,,,S,,R,R,
1313_17373,,,,,,,,S,R,,,,S,,S,S,
1313_32851,,,,,,,S,,R,,,,R,,R,R,
1313_20311,,,,,,,S,,S,,,,,,S,R,
1313_46857,,,,,R,,S,S,R,S,,,,,S,S,
1313_33540,,,,,,,S,,R,,,,S,,S,R,
1313_31699,,,,,,,S,,S,,,,S,,S,S,
1313_23530,,,,,,,R,,S,,,,S,,R,S,
760832_3,S,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1313_26974,,,,,,,S,,S,,,,S,,S,R,
1313_42082,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_20216,,,,,,,S,,S,,,,R,,S,R,
1313_42010,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_5470,,,,,S,,S,,R,,,,,,S,,
1313_10352,,R,,,S,,,,,,,,,,,R,
1313_26953,,,,,,,S,,S,,,,S,,S,R,
1313_24445,,,,,,,S,,R,,,,S,,S,R,
1313_11574,,R,,,S,,,,,,,,,,,S,
1313_26879,,,,,,,S,,S,,,,S,,S,R,
1313_46985,,,,,S,,S,S,S,S,,,,,S,S,
1313_23606,,,,,,,S,,R,,,,,,S,S,
1313_32428,,,,,,,R,,S,,,,R,,R,,
1313_8608,,,,,,,S,,S,,,,R,,R,S,
1313_27376,,,,,,,S,,S,,,,R,,S,R,
1313_6426,,,,,R,,,,R,,,,,,,,
1313_32242,,,,,,,S,,S,,,,S,,R,S,
1313_23807,,,,,,,S,,S,,,,R,,R,R,
1313_5924,,,,,S,,,,S,,,,,,S,,
1313_33366,,,,,,,S,,S,,,,S,,R,R,
1313_30909,,,,,,,S,,S,,,,S,,S,R,
1313_33123,,,,,,,S,,S,,,,S,,R,S,
1313_26450,,,,,,,S,,S,,,,S,,R,R,
1313_22075,,,,,,,,,S,,,,S,,R,R,
1313_26605,,,,,,,S,,S,,,,S,,R,R,
1313_33702,,,,,,,S,,S,,,,S,,R,S,
1313_21803,,,,,,,,,S,,,,S,,S,R,
1313_26587,,,,,,,S,,R,,,,S,,R,R,
1313_30838,,,,,,,S,,S,,,,S,,S,S,
1313_47098,,,,,S,,S,S,S,S,,,,,S,S,
1313_5590,,,,,S,,,,S,,,,,,,,
1313_12190,,R,,,S,,,,,,,,,,,R,
1313_33815,,,,,,,S,,S,,,,R,,S,R,
1313_24079,,,,,,,S,,S,,,,S,,R,S,
1313_22102,,,,,,,,,R,,,,R,,R,R,
1313_11040,,R,,,S,,,,,,,,,,,R,
1313_25214,,,,,,,,,S,,,,R,,R,R,
1313_6425,,,,,S,,S,,R,,,,,,S,,
1313_20755,,,,,,,S,,S,,,,R,,S,S,
1313_26461,,,,,,,S,,S,,,,S,,R,S,
1313_32942,,,,,,,,,S,,,,S,,R,,
1313_24067,,,,,,,S,,S,,,,,,S,S,
1313_47041,,,,,S,,S,S,S,S,,,,,S,R,
1313_5764,,,,,R,,,,R,,,,,,,,
1313_9038,,,,,,,S,,R,,,,R,,R,R,
1313_26946,,,,,,,S,,S,,,,R,,S,R,
1313_24499,,,,,,,S,,S,,,,S,,S,R,
1313_24641,,,,,,,S,,S,,,,S,,R,S,
1313_23582,,,,,,,S,,S,,,,,,S,S,
1313_20330,,,,,,,S,,R,,,,R,,R,R,
1313_46676,,,,,S,,S,S,S,S,,,,,S,S,
1313_6345,,,,,S,,,,S,,,,,,,,
1313_31007,,,,,,,S,,S,,,,,,S,S,
1313_6359,,,,,,,S,,,,,,,,,,
1313_29759,,,,,,,,,S,,,,S,,S,S,
1313_25695,,,,,,,S,,S,,,,S,,R,R,
1313_32495,,,,,,,S,,S,,,,S,,R,R,
1313_5970,,,,,S,,S,,S,,,,,,S,,
1313_25164,,,,,,,,,,,,,,,,S,
1313_47236,,,,,S,,S,S,S,S,,,,,R,R,
1313_10587,,S,,,S,,,,,,,,,,,R,
1313_42045,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_12800,,S,,,S,,,,,,,,,,,R,
1313_24307,,,,,,,S,,S,,,,S,,S,S,
1313_46620,,,,,S,,S,S,S,S,,,,,S,S,
1313_46964,,,,,S,,S,S,S,S,,,,,R,S,
1313_46814,,,,,S,,S,S,S,S,,,,,S,S,
1313_20542,,,,,,,S,,S,,,,S,,S,S,
1313_27909,,,,,,,S,,R,,,,S,,R,R,
1313_33675,,,,,,,S,,S,,,,S,,S,R,
1313_17405,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_34288,,,,,,,S,,,,,,S,,,,
1313_27257,,,,,,,S,,R,,,,S,,R,R,
1313_32040,,,,,,,S,,R,,,,R,,R,R,
1313_30204,,,,,,,,,R,,,,R,,,,
1313_24534,,,,,,,R,,R,,,,S,,S,S,
1313_25372,,,,,,,R,,R,,,,R,,R,R,
1313_20665,,,,,,,S,,S,,,,S,,S,S,
1313_25537,,,,,,,R,,R,,,,R,,R,R,
1313_32695,,,,,,,S,,S,,,,R,,R,R,
1313_30167,,,,,,,,,R,,,,S,,,,
1313_5591,,,,R,,,,,R,,,,,,,,
1313_45061,,,S,S,S,S,S,S,R,S,S,S,,,R,S,S
1313_20316,,,,,,,S,,S,,,,,,S,S,
1313_25479,,,,,,,R,,,,,,,,R,R,
1313_23709,,,,,,,S,,R,,,,R,,R,R,
1313_25864,,,,,,,,,,,,,S,,,R,
1313_33422,,,,,,,R,,R,,,,R,,R,R,
1313_33229,,,,,,,,,,,,,R,,R,R,
1313_33467,,,,,,,S,,S,,,,S,,S,S,
1313_32655,,,,,,,,,R,,,,R,,R,R,
1313_32479,,,,,,,S,,S,,,,S,,S,S,
1313_30880,,,,,,,S,,R,,,,R,,R,R,
1313_24726,,,,,,,S,,S,,,,S,,S,,
1313_30850,,,,,,,S,,S,,,,R,,S,R,
1313_24061,,,,,,,S,,S,,,,,,S,S,
1313_31110,,,,,,,S,,S,,,,,,R,R,
1313_31997,,,,,,,S,,S,,,,S,,S,R,
1313_9260,,,,,,,S,,R,,,,S,,S,R,
1313_27045,,,,,,,S,,R,,,,S,,R,R,
1313_24699,,,,,,,S,,S,,,,R,,S,,
1313_27256,,,,,,,S,,S,,,,S,,S,R,
1313_31863,,,,,,,S,,R,,,,S,,S,R,
1313_8852,,,,,,,S,,R,,,,R,,R,R,
1313_23373,,,,,,,S,,R,,,,R,,R,R,
1313_25403,,,,,,,S,,S,,,,S,,S,S,
1313_24340,,,,,,,S,,R,,,,R,,R,R,
1313_17415,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_30323,,,,,,,,,R,,,,S,,R,,
1313_10489,,S,,,S,,,,,,,,,,,S,
1313_47183,,,,,S,,S,S,S,S,,,,,S,S,
1313_30980,,,,,,,S,,S,,,,S,,S,S,
1313_31301,,,,,,,S,,S,,,,,,S,S,
1313_9112,,,,,,,S,,S,,,,S,,R,S,
1313_31032,,,,,,,S,,S,,,,S,,S,S,
1313_30957,,,,,,,S,,R,,,,R,,R,R,
1313_32064,,,,,,,S,,S,,,,S,,R,S,
1313_34231,,,,,,,R,,S,,,,R,,R,R,
1313_33485,,,,,,,S,,S,,,,S,,S,S,
1313_24632,,,,,,,S,,S,,,,S,,S,R,
1313_12677,,R,,,S,,,,,,,,,,,R,
1313_29886,,,,,,,S,,S,,,,S,,S,R,
1313_31862,,,,,,,R,,R,,,,S,,S,R,
1313_11752,,S,,,S,,,,,,,,,,,R,
1313_32112,,,,,,,R,,R,,,,R,,R,,
1313_24659,,,,,,,S,,S,,,,S,,,,
1313_20147,,,,,,,,,R,,,,S,,,,
1313_23549,,,,,,,S,,R,,,,S,,S,S,
1313_30398,,,,,,,S,,R,,,,S,,S,R,
1313_32034,,,,,,,S,,S,,,,S,,S,S,
1313_11248,,S,,,S,,,,,,,,,,,S,
1313_24982,,,,,,,,,,,,,S,,,R,
1313_31193,,,,,,,S,,S,,,,S,,S,R,
1313_23123,,,,,,,R,,S,,,,S,,R,,
1313_27253,,,,,,,S,,S,,,,S,,S,S,
1313_46710,,,,,R,,S,S,R,S,,,,,S,S,
1313_33495,,,,,,,S,,S,,,,S,,S,S,
1313_22133,,,,,,,,,S,,,,S,,S,R,
1313_31979,,,,,,,R,,R,,,,R,,R,R,
1313_30916,,,,,,,S,,S,,,,S,,S,R,
1313_30383,,,,,,,R,,S,,,,R,,R,,
1313_27147,,,,,,,R,,S,,,,S,,R,R,
1313_8813,,,,,,,S,,R,,,,R,,R,R,
1105119_3,S,,,S,S,R,S,R,R,S,S,S,R,S,S,R,S
1313_46588,,,,,R,,S,S,R,S,,,,,S,S,
1313_23593,,,,,,,S,,S,,,,S,,S,S,
1313_20940,,,,,,,S,,S,,,,S,,S,R,
1313_24804,,,,,,,S,,S,,,,S,,R,S,
1313_25170,,,,,,,,,R,,,,R,,R,R,
1313_20671,,,,,,,S,,R,,,,R,,S,S,
1313_23050,,,,,,,S,,S,,,,S,,R,S,
1313_23422,,,,,,,S,,S,,,,S,,S,S,
1313_31034,,,,,,,S,,S,,,,R,,S,R,
1313_41969,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_27457,,,,,,,S,,S,,,,S,,S,S,
1313_27159,,,,,,,S,,S,,,,R,,R,R,
1313_23700,,,,,,,S,,S,,,,,,R,R,
1313_30376,,,,,,,S,,S,,,,S,,,,
1313_9278,,,,,,,R,,R,,,,R,,R,R,
1313_31773,,,,,,,S,,S,,,,S,,S,S,
1313_12555,,S,,,S,,,,,,,,,,,S,
1313_12964,,R,,,S,,,,,,,,,,,R,
1313_30100,,,,,,,S,,S,,,,R,,R,S,
1313_31094,,,,,,,S,,S,,,,,,S,S,
1313_21465,,,,,,,,,S,,,,S,,S,S,
1313_10797,,S,,,S,,,,,,,,,,,R,
1313_31723,,,,,,,S,,S,,,,R,,R,R,
1313_25296,,,,,,,S,,R,,,,S,,S,S,
1313_17448,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_46770,,,,,S,,S,S,S,S,,,,,S,S,
1313_27136,,,,,,,S,,S,,,,S,,R,S,
1313_46535,,,,,S,,S,S,S,S,,,,,S,S,
760829_3,S,,,S,S,S,S,R,R,S,S,S,R,S,R,S,S
1313_25884,,,,,,,,,,,,,,,,R,
1313_24486,,,,,,,S,,S,,,,S,,S,S,
1313_33718,,,,,,,S,,S,,,,S,,R,S,
1313_46939,,,,,R,,S,S,R,S,,,,,S,S,
1313_24978,,,,,,,,,,,,,,,,R,
1313_9196,,,,,,,S,,R,,,,R,,R,R,
1313_23521,,,,,,,S,,S,,,,S,,S,S,
1313_31740,,,,,,,S,,S,,,,S,,S,S,
1313_30128,,,,,,,S,,R,,,,S,,R,R,
1313_12831,,S,,,S,,,,,,,,,,,R,
1313_10598,,R,,,R,,,,,,,,,,,R,
1313_30697,,,,,,,S,,S,,,,S,,S,R,
1313_25362,,,,,,,S,,S,,,,S,,S,S,
1313_24389,,,,,,,S,,S,,,,S,,S,S,
1313_23257,,,,,,,S,,R,,,,R,,S,,
1313_27245,,,,,,,,,,,,,,,,S,
1313_10293,,S,,,S,,,,,,,,,,,S,
1313_42069,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_9089,,,,,,,S,,R,,,,R,,R,R,
1313_25059,,,,,,,,,,,,,S,,,R,
1313_26685,,,,,,,S,,R,,,,S,,R,S,
1313_46829,,,,,S,,S,S,R,S,,,,,S,R,
1313_23126,,,,,,,R,,S,,,,S,,S,,
1313_33865,,,,,,,S,,S,,,,S,,R,S,
1313_32374,,,,,,,S,,S,,,,S,,R,S,
1313_24521,,,,,,,S,,S,,,,S,,S,S,
1313_6213,,,,R,,,R,,R,,,,,,R,,
1313_6867,,,,,,,R,,R,,,,,,R,,
1313_23553,,,,,,,S,,S,,,,S,,S,S,
1313_24833,,,,,,,S,,R,,,,R,,R,R,
1313_23705,,,,,,,S,,S,,,,S,,S,S,
1313_32311,,,,,,,,,R,,,,R,,R,R,
1313_23853,,,,,,,S,,S,,,,S,,S,S,
760771_3,R,,,S,,R,S,S,R,S,,R,R,S,R,R,S
1313_46631,,,,,S,,S,S,R,S,,,,,S,S,
1313_31080,,,,,,,S,,R,,,,,,R,S,
1313_23442,,,,,,,S,,S,,,,S,,R,S,
1313_46729,,,,,S,,S,S,R,S,,,,,S,S,
1313_26466,,,,,,,S,,S,,,,S,,R,R,
1313_10782,,R,,,S,,,,,,,,,,,R,
1313_10865,,S,,,S,,,,,,,,,,,R,
1313_11031,,R,,,S,,,,,,,,,,,S,
1313_10281,,S,,,S,,,,,,,,,,,R,
1313_26539,,,,,,,S,,S,,,,S,,R,R,
1313_33678,,,,,,,S,,S,,,,S,,R,R,
1313_24438,,,,,,,R,,R,,,,S,,S,R,
1313_30803,,,,,,,S,,S,,,,S,,S,R,
1313_29997,,,,,,,S,,S,,,,S,,R,R,
1313_23063,,,,,,,S,,S,,,,S,,S,S,
1313_25385,,,,,,,S,,R,,,,R,,R,R,
1313_24665,,,,,,,S,,S,,,,,,R,,
1313_23210,,,,,,,,,R,,,,R,,,,
1313_6470,,,,,,,S,,R,,,,,,R,,
1313_25120,,,,,,,,,R,,,,S,,R,R,
1313_5507,,,,,S,,S,,S,,,,,,S,,
1313_10674,,R,,,S,,,,,,,,,,,R,
1313_24331,,,,,,,S,,R,,,,S,,S,S,
1313_17397,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_29833,,,,,,,,,S,,,,S,,S,R,
1313_33639,,,,,,,S,,S,,,,S,,S,R,
1313_33081,,,,,,,R,,R,,,,R,,R,R,
1313_12341,,S,,,S,,,,,,,,,,,R,
1313_33831,,,,,,,S,,S,,,,S,,S,S,
1313_20268,,,,,,,S,,R,,,,R,,R,S,
1313_10337,,R,,,R,,,,,,,,,,,R,
1313_32133,,,,,,,S,,S,,,,R,,R,,
1313_26785,,,,,,,S,,R,,,,R,,R,R,
1313_34226,,,,,,,S,,S,,,,R,,R,S,
1313_29821,,,,,,,,,S,,,,S,,S,S,
1313_17345,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_24934,,,,,,,S,,R,,,,R,,R,R,
1313_21779,,,,,,,,,S,,,,S,,R,R,
1313_26694,,,,,,,S,,S,,,,S,,R,R,
1313_33237,,,,,,,,,,,,,,,,S,
1313_27171,,,,,,,R,,S,,,,S,,R,R,
1313_23662,,,,,,,S,,S,,,,R,,S,S,
1313_27187,,,,,,,S,,S,,,,S,,S,S,
1313_24343,,,,,,,S,,R,,,,R,,S,R,
1313_30695,,,,,,,S,,S,,,,S,,S,S,
1313_11631,,R,,,S,,,,,,,,,,,R,
1313_24441,,,,,,,S,,S,,,,S,,S,S,
1313_23672,,,,,,,S,,S,,,,S,,S,S,
