Genome ID,amoxicillin_clavulanic acid,ampicillin,azithromycin,cefepime,cefotaxime,cefoxitin,ceftazidime,ceftiofur,ceftriaxone,cephalosporin,chloramphenicol,ciprofloxacin,ertapenem,furazolidone,gentamicin,kanamycin,meropenem,nalidixic acid,netilmicin,ofloxacin,pefloxacin,spectinomycin,streptomycin,sulfamethoxazole,sulfisoxazole,sulfonamides,tetracycline,tigecycline,trimethoprim,trimethoprim_sulfamethoxazole
192955_434,,S,S,,,S,S,,S,,S,S,,,S,S,,S,S,,,S,S,,,S,S,,S,
90371_2473,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,S
590_12249,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3521,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_3141,,R,,,,,,,S,,R,S,,,,,,,,,,,,,,,,,,R
58096_44,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3396,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3167,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_3493,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90371_6240,,S,,,,,,,,,S,,,,,R,,,,,,,R,,,,S,,,S
90370_4914,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_11,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,R,
90371_6233,,S,,,,,,,,,S,,,,,,,,,,,,R,,,,S,,,S
90371_5424,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,R,
90370_4902,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
98360_89,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
590_12347,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
54388_252,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_370,,R,,,,,,,,,R,S,,S,,,,S,,,,R,R,,,R,R,,S,S
590_12238,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_5484,,R,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,R
54388_379,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_5568,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_3164,,R,,,,,,,S,,R,S,,,,,,,,,,,,,,,,,,R
590_12515,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
28901_21080,,R,,,R,S,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
90370_4936,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2849,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_5504,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
590_17116,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12541,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_2512,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_268,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2838,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12616,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
590_12432,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_3757,S,S,,S,S,,S,,,,,S,,,R,,S,,,,,,,,,,,,S,S
149391_28,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
28901_21064,,R,,,R,S,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
90370_2840,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90371_6219,,S,,,,,,,,,R,,,,,R,,,,,,,R,,,,R,,,R
85569_129,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_16235,R,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
590_12226,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_4908,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4785,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5380,R,R,,,,,S,,S,,R,S,,,R,,,R,,S,,,,,,,,,R,
90370_2965,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12588,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3574,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
59201_4089,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90371_5383,S,R,,,,,S,,S,,S,S,,,R,,,R,,S,,,,,,,,,R,
85569_357,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
115981_60,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
108619_101,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90371_5316,R,R,,,,,R,,R,,R,R,,,R,,,R,,S,,,,,,,,,R,
90370_2987,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
108619_176,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5422,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
54388_233,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_21051,,R,,,R,S,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
90370_3459,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2860,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
58712_86,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
98360_73,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,S,,R,,R,,,S
590_12191,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
58097_44,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12460,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_232,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
90370_4834,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4795,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_361,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
28901_9243,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,S,,S
90370_2764,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3523,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_261,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
590_12434,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3033,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_4822,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5432,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90371_5507,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_2927,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
54388_305,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_3608,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_2680,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3182,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
108619_40,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
54388_105,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
98360_98,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90370_3499,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
590_12398,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2501,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
28901_9234,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,S,,S
90371_5402,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90371_2934,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5503,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
149391_48,R,R,S,,,R,,R,R,,S,S,,,R,,,S,,,,,S,,R,,S,,,R
590_12276,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_2939,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_1445,,S,,,,,,,,,S,,,,S,S,,S,,,,S,,S,,,S,,S,
590_15361,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5420,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
54388_216,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4796,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5448,,R,,,R,,R,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
149539_886,,R,,,,,,,,,S,,,,,,,,,,,,R,,S,,R,,,
590_14505,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2702,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_2713,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90371_5291,R,R,,,,,S,,S,,R,R,,,R,,,R,,S,,,,,,,,,R,
85569_133,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_12623,S,S,,,,S,,,S,,S,R,,,S,,,R,,,,,,,,,R,,,S
590_12438,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12454,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,S,,,S
90371_5403,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_16863,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3468,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4807,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
590_13954,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2809,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_1619,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
90370_2884,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_4925,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
59201_4085,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90371_5462,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
590_12487,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,S,,,R
90370_3107,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12259,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3609,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_2727,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
108619_183,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_349,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
90370_2687,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3575,,R,,,,,,,,S,R,R,,,,,,R,,,,,,,,,,,,R
90371_6230,,,,,,,,,,,S,,,,,R,,,,,,,S,,,,S,,,S
590_12569,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_21066,,R,,,R,S,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
90370_4938,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_16310,,R,,,,,,,S,,S,S,,,S,S,,S,,,,,R,,R,,R,,,S
85569_201,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90371_5406,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_3419,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2972,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3593,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90371_2129,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,S
85569_377,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,R,,S,
90370_4935,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2866,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_379,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
90370_2682,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90371_5434,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_12608,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_5490,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
58095_45,S,R,R,,,S,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
28901_16254,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
90370_2835,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_265,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_3618,R,R,S,,,S,,,R,,R,R,,,S,,S,,,,,,R,,,,S,,,R
90370_4870,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12234,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2777,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
340188_41,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3429,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_17127,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_251,,S,,,,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
590_14986,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
192955_391,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
590_14280,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,R
590_12426,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12313,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,S,,,S
90370_3105,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2999,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
54388_369,,S,S,,,,S,,S,,S,S,S,,S,,S,S,,,S,,,,,,S,,,S
108619_169,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5481,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
85569_329,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
85569_115,,R,,,,,,,,,R,S,,S,,,,S,,,,R,R,,,R,R,,S,S
85569_105,,R,,,,,,,,,S,S,,S,S,R,,S,S,,,S,R,,,R,R,,S,
90371_5511,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_4926,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
399587_74,R,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,S,,,S,S,S,
85569_320,,S,,,,,,,,,S,S,,S,S,S,,R,S,,,S,S,,,S,S,,S,
590_12266,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
340188_42,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_123,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,S,,,R,R,,S,
85569_230,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2778,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12436,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
149391_47,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2892,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12579,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2803,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_12,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
590_12518,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,R,,,S
90371_5436,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
54388_290,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
85569_252,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
192955_392,,R,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
90370_3473,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2743,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_323,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,S,
90370_3055,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3199,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_3298,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
54388_296,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_2493,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
486999_10,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_4937,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5505,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_2901,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,S
85569_326,,R,,,,,,,,,R,S,,S,S,R,,R,S,,,R,R,,,R,R,,R,
90370_2817,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_316,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
85569_334,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2829,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_5583,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_2993,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
59201_4094,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90370_3015,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3066,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
399587_85,S,R,R,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
90370_4810,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2708,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12281,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_4955,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4965,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2819,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3541,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4920,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
590_12571,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3525,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_171,,R,,,,,,,,,S,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
28901_9239,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,S,,S
28901_8430,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,S
90371_5463,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_4880,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2879,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_89,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_5481,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
590_13890,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12528,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_12496,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_16267,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
90370_3533,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_9240,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,S,,S
90370_2691,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90371_5473,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_2922,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12627,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12582,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_12554,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_6229,,R,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,S
90370_2959,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2729,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_198,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,R,,,R,R,,S,
590_12484,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3130,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90371_5355,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_3467,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
149391_39,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3024,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_5020,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,
90371_5274,S,R,,,,,S,,S,,S,S,,,S,,,R,,S,,,,,,,,,R,
85569_44,,R,,,,,,,,,S,,,,,,,S,,,,,S,,,S,S,,S,
85569_352,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
48409_29,S,S,,S,,,S,,S,,,S,,,,,S,,,,,,,,,,,,S,S
90370_5574,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_4906,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90371_5381,S,R,,,,,S,,S,,R,S,,,R,,,R,,R,,,,,,,,,R,
590_12502,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_4987,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,
28901_16286,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
90371_5277,S,R,,,,,S,,S,,R,R,,,S,,,R,,S,,,,,,,,,R,
90370_3508,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_3116,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_273,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,R,
90370_3075,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2875,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3413,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4871,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
85569_23,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
90370_3128,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2900,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12227,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3157,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
85569_18,,S,,,,,,,,,S,,,,,,,S,,,,,S,,,R,R,,S,
90371_5472,,R,,,R,,R,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
192955_393,,S,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,S,,S,
28901_16276,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
90370_3198,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_4894,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_3328,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
28901_21060,,R,,,R,S,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
85569_82,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,R,
90370_4932,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3303,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_5542,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_3406,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2753,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_4874,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_21403,S,S,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,S,,,S,S,S,
590_12246,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3175,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_3099,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90371_900,,S,,,,,,,,,S,S,,,S,,,,,,,,,,,,,,S,
90370_3516,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12407,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
54388_286,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90371_5387,S,S,,,,,S,,S,,S,S,,,R,,,S,,S,,,,,,,,,S,
28901_859,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3547,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2871,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
