Genome ID,amoxicillin_clavulanic acid,ampicillin,azithromycin,cefepime,cefotaxime,cefoxitin,ceftazidime,ceftiofur,ceftriaxone,cephalosporin,chloramphenicol,ciprofloxacin,ertapenem,furazolidone,gentamicin,kanamycin,meropenem,nalidixic acid,netilmicin,ofloxacin,pefloxacin,spectinomycin,streptomycin,sulfamethoxazole,sulfisoxazole,sulfonamides,tetracycline,tigecycline,trimethoprim,trimethoprim_sulfamethoxazole
590_16738,S,R,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
149391_46,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5357,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_3469,,S,,,,,,,,S,S,S,,,,,,S,,,,,,,,,,,,S
90371_5374,S,R,,,,,S,,S,,R,S,,,S,,,S,,S,,,,,,,,,R,
90370_5536,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
192955_383,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
90371_5456,,R,,,S,,S,,S,,R,,S,,R,,S,S,,,S,,,,,,R,,,R
90370_3259,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
85569_150,,R,,,,,,,,,S,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
192955_399,,S,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
590_12556,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
108619_144,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
1160739_3,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_13616,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12338,S,R,,,,S,,,R,,R,R,,,R,,,R,,,,,,,,,R,,,R
90370_2497,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
149539_894,,R,,,,,,,,,S,,,,,,,,,,,,S,,R,,S,,,
590_12184,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3411,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12559,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
85569_116,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
28901_835,R,R,S,,,S,,S,S,,R,S,,,S,,,S,,,,,R,,R,,R,,,S
90370_2990,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3539,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
85569_210,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,S,
192955_414,,R,R,,,S,S,,S,,R,R,,,R,R,,R,S,,,R,R,,,R,R,,R,
590_17045,S,S,,,,S,,,S,,R,R,,,S,,,R,,,,,,,S,,R,,,S
85569_14,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
59201_4101,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90370_4116,,S,S,,,,S,,S,,S,S,,,S,,S,,,,S,,,,,,S,,,S
90370_2686,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_5512,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
590_12568,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3131,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12350,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_375,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_15381,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_14807,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_2470,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,S
85569_113,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_16282,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5474,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
590_16909,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_15204,S,S,,,,R,,,S,,R,R,,,S,,,R,,,,,,,S,,S,,,S
108619_97,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
85569_93,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,S,
108619_157,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12369,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_31,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
90371_2480,R,R,,,,R,,R,R,,R,S,,,,,,R,,,,,R,,R,,R,,,S
85569_125,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
595_118,S,S,,,S,,,,,,S,S,,,S,S,,R,,,,,S,R,,,R,,S,
590_12354,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_4858,,R,,,,,,,,S,R,R,,,,,,R,,,,,,,,,,,,R
90371_5370,S,R,,,,,S,,S,,R,S,,,S,,,R,,S,,,,,,,,,S,
85569_194,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
85569_111,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
58712_61,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
54388_413,,S,S,,,,S,,S,,S,S,S,,S,,S,S,,,S,,,,,,S,,,S
90371_3117,,R,,S,,,S,,S,,R,,,,,,,,,,,,,,,,,,,S
590_12397,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_4092,,R,S,,,,S,,S,,R,R,,,S,,S,,,,R,,,,,,S,,,R
192955_442,,S,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
90370_5530,,S,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,S
90370_2937,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_192,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
58712_97,S,R,S,,,S,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
590_12273,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_13922,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
85569_99,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90371_5389,R,R,,,,,S,,S,,R,S,,,R,,,S,,S,,,,,,,,,S,
90370_3487,,S,,,,,,,,S,S,S,,,,,,S,,,,,,,,,,,,S
90371_5241,S,S,,,,,S,,S,,R,S,,,S,,,S,,S,,,,,,,,,S,
90371_5455,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
54388_244,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4892,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_2792,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
399587_68,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_11958,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
54388_205,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3352,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
85569_358,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
108619_44,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
590_17183,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12374,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_16039,R,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
90371_5425,S,R,,,,,S,,S,,R,R,,,R,,,S,,S,,,,,,,,,S,
28901_766,S,S,S,,,S,,S,S,,R,R,,,R,,,R,,,,,S,,R,,R,,,R
590_12066,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
192955_402,,R,S,,,S,S,,S,,S,R,,,R,R,,R,S,,,R,R,,,R,R,,S,
90371_5489,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_3009,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_184,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
28901_16278,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
85569_247,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_5502,,R,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,R
90370_3147,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
590_15687,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_14606,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,S,,S,,,S
90371_5409,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
98360_72,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,S,,R,,R,,,S
108619_182,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,R,,S,,,S
590_15589,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,S,,,S
54388_396,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
85569_266,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
486999_9,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
98360_92,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
28901_21086,,R,,,R,S,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
590_12456,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_346,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
590_12619,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_710,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
90370_5524,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_3403,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_161,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
28901_818,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,R,,R,,R,,,S
90370_2822,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
58712_62,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_4820,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12577,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_21122,S,R,,,,S,,,R,,S,R,,,R,,S,R,,,,,,,S,,S,,,S
90370_4884,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12050,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_16951,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_15846,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_2942,R,R,S,,,R,,R,R,,R,S,,,S,,,S,,,,,R,,R,,R,,,S
85569_226,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90371_6237,,S,,,,,,,,,S,S,,,,,,,,,,,R,,,,S,,,S
108619_168,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12479,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
90370_3102,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
54388_336,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90371_5273,S,R,,,,,S,,S,,R,R,,,R,,,R,,S,,,,,,,,,S,
90370_3288,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_3195,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
590_11963,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3480,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5287,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
149539_893,,S,,,,,,,,,S,,,,,,,,,,,,S,,S,,S,,,
90370_3549,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
192955_438,,S,S,,,S,S,,S,,S,S,,,S,S,,S,S,,,S,S,,,S,S,,S,
108619_94,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
46626_39,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
28901_805,R,R,S,,,S,,S,S,,S,R,,,S,,,R,,,,,R,,R,,R,,,R
90370_3076,,,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
192955_441,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
590_12335,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
54388_295,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_2868,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_13917,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3586,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
54388_330,,S,S,,,,,,,,S,S,,,,,,R,,,,S,S,,,S,S,,S,
85569_112,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,S,S,,S,
590_12296,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
399587_60,S,R,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,S,,,S,S,S,
590_14431,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
90370_4934,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5459,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90371_5305,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
85569_177,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2738,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12513,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_142,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
85569_16,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
108619_184,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
108619_173,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
59201_4182,,S,S,,,,,,S,,S,S,,,,,S,,,,,,,,,,,S,,S
90370_559,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
28901_791,S,R,S,,,S,,S,S,,R,R,,,S,,,S,,,,,S,,R,,R,,,R
90370_5218,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
590_14857,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_16663,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2964,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12553,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_12319,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5254,S,R,,,,,S,,S,,R,S,,,S,,,S,,S,,,,,,,,,S,
90371_5480,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_582,,S,,,,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
90370_3029,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2911,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,S
590_15494,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_789,R,R,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,R,,R,,,S
590_13741,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_13812,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
54388_218,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90105_138,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_4839,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_16073,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
399587_87,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
54388_211,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12220,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
28901_21069,,R,,,R,R,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
54388_196,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2494,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_4816,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2726,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_15805,R,R,,,,R,,,R,,S,S,,,R,,,S,,,,,,,,,R,,,R
90370_4844,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12493,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_12469,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3587,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90371_5328,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_16726,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2796,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_130,,R,,,,,,,,,R,S,,S,S,R,,S,S,,,R,R,,,R,R,,R,
108619_91,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
595_144,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
108619_92,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90370_3070,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90371_2471,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,R
90371_5343,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
85569_55,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90371_5501,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
590_12307,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
595_96,S,S,,,S,,,,,,S,S,,,S,S,,R,,,,,R,R,,,R,,S,
90370_3082,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
399587_72,R,R,R,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
54388_328,,S,S,,,,,,,,S,S,,,,,,R,,,,S,S,,,S,S,,S,
590_12544,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_12186,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
90371_5350,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_16130,R,R,,,,R,,,R,,R,S,,,R,,,S,,,,,,,,,R,,,R
28901_21057,,R,,,R,S,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
590_12311,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_16202,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_14417,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_21074,,R,,,R,S,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
85569_165,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,R,,,R,S,,S,
590_12557,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_5513,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_4947,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2517,,R,,,,,,,R,,S,S,,,,,,,,,,,,,,,,,,S
85569_317,,R,,,,,,,,,R,S,,S,S,R,,R,S,,,R,R,,,R,R,,R,
590_16971,S,R,,,,S,,,S,,S,R,,,S,,,S,,,,,,,,,R,,,S
54388_335,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
54388_201,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_16246,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
59201_4121,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
399587_46,S,R,R,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_12508,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3440,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
28901_846,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
192955_397,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
590_16852,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
59201_4136,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
85569_307,,S,,,,,,,,,S,S,,S,S,S,,R,S,,,R,R,,,R,S,,S,
590_12440,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5313,S,R,,,,,S,,S,,S,R,,,R,,,S,,S,,,,,,,,,R,
590_15295,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_62,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,S,,S,
85569_149,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
98360_96,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
192955_379,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
590_12233,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,R,,,S
90370_5473,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_2790,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
192955_410,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
590_12570,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
595_117,S,S,,,S,,,,,,S,S,,,S,S,,R,,,,,R,R,,,R,,S,
192955_375,,R,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
598_24,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12334,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
58712_73,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3536,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5359,R,R,,,,,S,,S,,R,R,,,R,,,R,,R,,,,,,,,,R,
108619_93,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
590_17084,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
598_34,S,R,S,,,S,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
90370_3053,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
59201_4091,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
58712_84,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_16682,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_173,,R,,,,,,,,,R,S,,S,S,R,,S,S,,,R,R,,,R,R,,S,
399587_83,R,R,R,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_16987,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_6243,,S,,,,,,,,,S,,,,,R,,,,,,,R,,,,S,,,S
486994_10,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12519,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
595_143,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
149391_27,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_4125,,S,S,,,,S,,S,,S,S,,,S,,S,,,,,,,,,,S,,,S
90370_2684,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_304,,R,,,,,,,,,R,R,,S,S,S,,R,S,,,R,R,,,R,R,,S,
590_17141,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_14795,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_4808,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
192955_382,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
108619_179,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_15005,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,S,,R,,,S
590_17195,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
54388_416,,S,S,,,,S,,S,,S,S,S,,S,,S,S,,,S,,,,,,S,,,S
90370_4791,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_863,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_14666,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
1243597_3,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3457,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_21056,,R,,,R,S,S,,,,,S,,,,,S,S,,,,,,,,,,,,R
590_12232,R,R,,,,R,,,R,,R,S,,,R,,,S,,,,,,,,,R,,,S
399587_99,R,R,R,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
90370_2475,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
