Genome ID,azithromycin,cefixime,cefpodoxime,ceftriaxone,ciprofloxacin,erythromycin,levofloxacin,penicillin,spectinomycin,tetracycline
485_5654,S,S,,S,R,,,,,
485_7000,S,,,,S,,,,,
485_176,S,S,S,S,R,,,,S,R
485_14501,S,,,S,S,,,S,S,S
485_17844,,S,,S,S,,S,,,
485_3919,S,S,,S,R,,,,,
485_854,S,S,,S,R,R,,R,S,R
485_9765,S,S,,S,R,,,,S,S
485_796,S,S,,S,R,S,,R,S,R
485_17621,S,,,S,R,,,R,S,
485_9068,S,S,,S,S,,,,,
485_17662,S,,,S,S,,,S,S,S
485_78,S,S,S,S,R,,,,S,S
485_6906,S,,,,S,,,,,
485_9555,S,S,,S,R,,,,,
485_764,S,S,,S,R,R,,R,S,R
485_15035,S,,,S,S,,,S,S,S
485_8327,S,S,,S,R,,,,,
485_5244,S,S,,S,S,,,,,
485_4453,R,S,,S,S,,,,,
485_14922,S,,,S,R,,,S,S,
485_14542,S,,,S,S,,,S,S,S
485_12895,S,,,S,S,,,S,S,S
485_8410,S,S,,S,R,,,,,
485_831,S,S,,S,S,S,,R,S,S
485_698,S,S,,S,S,R,,R,,R
485_3744,R,S,,S,R,,,,,
485_17546,S,,,S,R,,,R,S,
485_14377,S,,,S,S,,,S,S,S
485_5530,S,S,,S,R,,,,,
485_14063,S,,,S,S,,,S,S,S
485_9624,S,S,,S,,,,,,
485_4034,S,S,,S,R,,,,,
485_15594,S,,,S,R,,,R,S,S
485_14743,S,,,S,R,,,R,S,S
485_17445,S,,,S,S,,,S,S,S
485_8708,S,S,,S,R,,,,,
485_17668,R,,,S,S,,,S,S,S
485_9022,S,S,,S,R,,,,,
485_4221,S,S,,S,S,,,,,
485_6911,S,,,,S,,,,,
485_16773,S,,,S,S,,,S,S,S
485_301,R,S,,S,,,,,,
485_4927,R,,,,R,,,,,
485_17898,S,,,S,,,,,,
485_5516,S,S,,S,R,,,,,
485_4930,R,,,,R,,,,,
485_15002,S,,,S,S,,,S,S,S
485_5230,S,S,,S,S,,,,,
485_345,R,S,,S,,,,,,
485_4393,S,S,,S,R,,,,,
485_8292,S,S,,S,S,,,,,
485_347,R,S,,S,,,,,,
485_3979,R,S,,S,R,,,,,
485_5037,S,S,,S,R,,,,,
485_16925,S,,,S,R,,,R,S,S
485_5465,S,S,,S,R,,,,,
485_8658,S,S,,S,R,,,,,
485_8400,S,S,,S,R,,,,,
485_5534,R,S,,S,S,,,,,
485_233,S,S,S,S,R,,,,S,R
485_5330,S,S,,S,S,,,,,
485_17759,,R,,S,R,,R,,,
485_102,R,S,S,S,S,,,,S,R
485_5550,S,S,,S,R,,,,,
485_9754,S,S,,S,R,,,,S,R
485_7061,S,,,,S,,,,,
485_6856,S,S,,S,S,,,,,
485_4799,S,S,,S,R,,,,,
485_4362,S,S,,S,R,,,,,
485_4896,S,S,,S,,,,,,
485_4796,R,S,,S,R,,,,,
485_5122,S,S,,S,S,,,,,
485_14305,S,,,S,S,,,S,S,S
485_224,S,S,S,S,R,,,,S,R
485_5153,S,S,,S,S,,,,,
485_3085,S,,,R,R,,,R,S,R
485_3897,S,S,,S,R,,,,,
485_14470,S,,,S,R,,,S,S,S
485_9303,S,S,,S,,,,,,
485_15505,R,,,S,S,,,S,S,S
485_9345,S,S,,S,S,,,,,
485_14442,S,,,S,S,,,S,S,S
485_17616,S,,,S,R,,,R,S,S
485_16778,S,,,S,S,,,S,S,S
485_16979,S,,,S,S,,,S,S,S
485_3864,S,S,,S,S,,,,,
485_14428,S,,,S,S,,,R,S,S
485_4413,S,S,,S,R,,,,,
485_15665,R,,,S,R,,,R,S,S
485_13125,S,,,S,S,,,S,S,S
485_804,S,S,,S,S,S,,R,S,R
485_15556,S,,,S,R,,,R,S,
485_5013,S,S,,S,R,,,,,
485_14065,S,,,S,S,,,S,S,S
485_8254,S,S,,S,S,,,,,
485_9332,S,S,,S,R,,,,,
485_7038,S,,,,S,,,,,
485_532,R,S,,S,,,,,,
485_17038,S,,,S,S,,,R,S,S
485_8638,R,S,,S,,,,,,
485_14033,S,,,S,S,,,S,S,
485_9125,S,S,,S,,,,,,
485_4763,S,S,,S,,,,,,
485_4001,S,S,,S,R,,,,,
485_15593,S,,,S,S,,,S,S,S
485_5563,S,S,,S,S,,,,,
485_6846,S,,,,R,,,,,
485_14345,S,,,S,R,,,R,S,S
485_14766,S,,,S,R,,,S,S,
485_8477,S,S,,S,S,,,,,
485_13088,R,,,S,R,,,S,S,S
485_4331,R,S,,S,S,,,,,
485_8819,S,S,,S,S,,,,,
485_3956,R,S,,S,S,,,,,
485_9375,S,S,,S,R,,,,,
485_17741,,R,,S,R,,R,,,
485_8703,S,S,,S,S,,,,,
485_15600,S,,,S,R,,,R,S,S
485_14805,S,,,S,S,,,R,S,S
485_17840,,S,,S,R,,R,,,
485_138,S,R,R,S,R,,,,S,R
485_14878,R,,,S,S,,,S,S,S
485_15448,S,S,,S,S,,,,,
485_9380,S,S,,S,S,,,,,
485_9508,S,S,,S,,,,,,
485_4888,S,S,,S,,,,,,
485_8945,S,S,,S,R,,,,,
485_5572,S,S,,S,R,,,,,
485_17619,S,,,S,R,,,R,S,S
485_15483,S,S,,S,S,,,,,
485_3874,S,S,,S,R,,,,,
485_13871,S,,,S,S,,,S,S,S
485_5513,S,S,,S,R,,,,,
485_4803,R,S,,S,,,,,,
485_9676,S,,,S,S,,,R,S,S
485_14037,S,,,S,S,,,S,S,S
485_13301,S,,,S,S,,,R,S,S
485_13168,S,,,S,S,,,S,S,S
485_9237,S,S,,S,,,,,,
485_3852,S,S,,S,S,,,,,
485_9679,S,,,S,S,,,R,S,S
485_14293,S,,,S,S,,,S,S,S
485_4414,S,S,,S,S,,,,,
485_13362,S,,,S,R,,,R,S,
485_14953,S,,,S,S,,,S,S,S
485_7037,S,,,,R,,,,,
485_17862,,S,,S,R,,R,,,
485_16581,S,,,S,S,,,S,S,S
485_57,S,S,R,S,S,,,,S,R
485_6908,S,S,,S,S,,,,,
485_9039,S,S,,S,R,,,,,
485_17594,S,,,S,R,,,R,S,S
485_9180,S,S,,S,R,,,,,
485_436,S,S,,S,R,,,,,
485_8512,S,S,,S,R,,,,,
485_8808,S,S,,S,S,,,,,
485_14909,S,,,S,R,,,S,S,S
485_8367,S,S,,S,R,,,,,
485_9175,S,S,,S,,,,,,
485_9120,S,S,,S,R,,,,,
485_43,S,S,,S,S,,,,,
485_7050,S,,,,S,,,,,
485_8091,S,,,S,,,,,,
485_14948,S,,,S,S,,,S,S,S
485_4447,S,S,,S,R,,,,,
485_6787,S,,,,S,,,,,
485_16592,S,,,S,S,,,S,S,S
485_15681,S,,,S,S,,,S,S,S
485_4073,R,S,,S,R,,,,,
485_9007,S,S,,S,S,,,,,
485_14301,S,,,S,S,,,S,S,S
485_14352,S,,,S,S,,,S,S,S
485_8531,S,S,,S,S,,,,,
485_13376,S,,,S,S,,,R,S,S
485_394,R,S,,S,S,,,,,
485_7112,S,,,,S,,,,,
485_4972,S,S,,S,R,,,,,
485_722,S,S,,S,R,S,,,S,
485_14154,S,,,S,R,,,R,S,S
485_252,S,S,R,S,R,,,,S,R
485_4301,S,S,,S,R,,,,,
485_7039,S,,,,R,,,,,
485_8296,S,S,,S,R,,,,,
485_3859,S,S,,S,R,,,,,
485_13623,S,,,S,S,,,S,S,S
485_13002,R,,,S,S,,,S,S,S
485_14943,R,,,S,S,,,R,S,S
485_9558,S,S,,S,R,,,,,
485_4836,S,S,,S,,,,,,
485_7111,S,,,,S,,,,,
485_6799,S,S,,S,S,,,,,
485_5301,S,S,,S,R,,,,,
485_9767,R,S,,S,R,,,,S,R
485_7072,S,,,,R,,,,,
485_8940,S,S,,S,R,,,,,
485_65,S,S,S,S,R,,,,S,R
485_5510,S,S,,S,R,,,,,
485_5291,S,S,,S,R,,,,,
485_13489,S,,,S,R,,,R,S,S
485_5027,S,S,,S,R,,,,,
485_8617,S,S,,S,R,,,,,
485_9669,S,,,S,S,,,R,S,S
485_13032,R,,,S,S,,,S,S,S
485_8815,S,S,,S,,,,,,
485_13718,S,,,S,S,,,S,S,S
485_17627,S,,,S,R,,,S,S,S
485_16984,S,,,S,S,,,S,S,S
485_13319,S,,,S,R,,,R,S,
485_136,R,S,S,S,S,,,,S,R
485_13531,R,,,S,S,,,S,S,S
485_14372,S,,,S,R,,,S,S,S
485_14860,S,,,S,S,,,R,S,S
485_14331,S,,,S,S,,,S,S,S
485_5490,S,S,,S,R,,,,,
485_865,S,S,,S,S,R,,R,S,R
485_9060,S,S,,S,S,,,,,
485_17834,,S,,S,R,,R,,,
485_8884,S,S,,S,S,,,,,
485_13907,S,,,S,R,,,R,S,S
485_9183,S,S,,S,S,,,,,
485_9046,S,S,,S,,,,,,
485_15042,S,,,S,S,,,S,S,S
485_7035,S,,,,S,,,,,
485_14226,S,,,S,S,,,S,S,S
485_13511,S,,,S,S,,,S,S,S
485_17883,,R,,S,R,,R,,,
485_13808,S,,,S,R,,,S,S,S
485_9373,S,S,,S,S,,,,,
485_841,S,S,,S,R,R,,R,S,R
485_3767,R,S,,S,S,,,,,
485_145,R,S,S,S,S,,,,S,R
485_5498,S,S,,S,S,,,,,
485_519,R,S,,S,,,,,,
485_368,R,S,,S,R,,,,,
485_13180,S,,,S,R,,,S,S,S
485_12889,S,,,S,S,,,S,S,S
485_15656,S,,,S,S,,,R,S,S
485_9516,S,S,,S,S,,,,,
485_783,S,S,,S,S,S,,R,S,S
485_15481,S,S,,S,S,,,,,
485_4776,R,S,,S,R,,,,,
485_15585,S,,,S,S,,,S,S,S
485_4009,R,S,,S,R,,,,,
485_14547,S,,,S,R,,,R,S,S
485_8707,S,S,,S,S,,,,,
485_14100,S,,,S,S,,,S,S,S
485_5659,S,S,,S,R,,,,,
485_9447,S,S,,S,R,,,,,
485_8431,S,S,,S,,,,,,
485_5065,S,S,,S,R,,,,,
485_13603,S,,,S,R,,,R,S,S
485_9193,S,S,,S,R,,,,,
485_14918,S,,,S,S,,,R,S,S
485_4186,S,S,,S,S,,,,,
485_9300,S,S,,S,,,,,,
485_4810,R,S,,S,,,,,,
485_8805,S,S,,S,S,,,,,
485_780,S,S,,S,S,S,,R,S,S
485_217,S,S,S,S,R,,,,S,R
485_4279,R,S,,S,S,,,,,
485_9349,S,S,,S,S,,,,,
485_5117,S,S,,S,R,,,,,
485_9651,S,,,S,S,,,R,S,S
485_3685,S,S,,S,R,,,,,
485_5337,S,S,,S,S,,,,,
485_16968,S,,,S,S,,,S,S,S
485_6815,S,,,,R,,,,,
485_4332,R,S,,,R,,,,,
485_869,S,R,,S,R,S,,,S,R
485_8871,S,S,,S,R,,,,,
485_14044,S,,,S,R,,,R,S,S
485_283,S,S,R,S,R,,,,S,R
485_15438,S,S,,S,R,,,,,
485_8665,S,S,,S,S,,,,,
485_3952,R,S,,S,R,,,,,
485_13460,S,,,S,S,,,S,S,S
485_8377,S,S,,S,S,,,,,
485_15493,S,S,,S,S,,,,,
485_6943,S,,,,R,,,,,
485_9729,S,,,S,S,,,R,S,
485_13353,S,,,S,S,,,S,S,S
485_5038,S,S,,S,R,,,,,
485_5354,S,S,,S,S,,,,,
485_9231,S,S,,S,R,,,,,
485_14913,S,,,S,S,,,R,S,S
485_13878,S,,,S,S,,,S,S,S
485_8379,S,S,,S,R,,,,,
485_17496,S,,,S,S,,,R,S,S
485_16695,R,,,S,S,,,S,S,S
485_8875,S,S,,S,,,,,,
485_14309,S,,,S,S,,,S,S,S
485_4328,S,S,,S,S,,,,,
485_14086,S,,,S,S,,,S,S,S
485_133,S,S,S,S,R,,,,S,R
485_3849,R,S,,S,S,,,,,
485_9240,S,S,,S,,,,,,
485_13095,S,,,S,S,,,S,S,
485_14430,S,,,S,S,,,S,S,S
485_8932,S,S,,S,S,,,,,
485_5560,S,S,,S,R,,,,,
485_8667,S,S,,S,R,,,,,
485_14894,S,,,S,R,,,R,S,S
485_757,S,S,,S,R,S,,R,S,R
485_520,R,S,,S,,,,,,
485_14210,S,,,S,R,,,S,S,S
485_740,S,S,,S,R,R,,R,S,R
485_104,S,S,S,S,R,,,,S,R
485_6947,S,,,,R,,,,,
485_13398,S,,,S,S,,,S,S,S
485_16433,S,,,S,R,,,R,S,S
485_5083,S,S,,S,R,,,,,
485_9294,S,S,,S,S,,,,,
485_5404,S,S,,S,S,,,,,
485_13282,S,,,S,S,,,S,S,S
485_4067,R,S,,S,R,,,,,
485_17798,,S,,S,R,,R,,,
485_6989,S,,,,R,,,,,
485_8569,S,S,,S,,,,,,
485_9248,S,S,,S,R,,,,,
485_16896,S,,,S,R,,,R,S,S
485_359,R,S,,S,,,,,,
485_4274,S,S,,S,S,,,,,
485_564,R,S,,S,,,,,,
485_13356,S,,,S,S,,,S,S,S
485_5120,S,R,,S,R,,,,,
485_13507,S,,,S,R,,,R,S,S
485_5578,S,S,,S,R,,,,,
485_16958,S,,,S,R,,,R,S,
485_3781,S,S,,S,R,,,,,
485_12972,S,,,S,S,,,S,S,S
485_17046,S,,,S,S,,,S,S,S
485_8846,S,S,,S,R,,,,,
485_4334,S,S,,S,S,,,,,
485_8312,S,S,,S,,,,,,
485_13325,S,,,S,S,,,R,S,S
485_8352,S,S,,S,,,,,,
485_4854,S,R,,S,,,,,,
485_557,R,S,,S,,,,,,
485_8533,S,S,,S,R,,,,,
485_17880,,R,,S,R,,R,,,
485_6888,S,,,,S,,,,,
485_15654,S,,,S,S,,,R,S,S
485_7022,S,,,,S,,,,,
485_4783,S,S,,S,,,,,,
485_821,S,S,,S,R,R,,R,S,R
485_16549,S,,,S,R,,,S,S,S
485_15531,S,,,S,S,,,S,S,S
485_9053,S,S,,S,,,,,,
485_8889,S,S,,S,,,,,,
485_9710,S,,,S,R,,,R,S,S
485_474,R,S,,S,,,,,,
485_3969,R,S,,S,R,,,,,
485_8421,S,S,,S,R,,,,,
485_556,R,S,,S,,,,,,
485_8669,S,S,,S,S,,,,,
485_13656,S,,,S,R,,,R,S,S
485_8761,S,S,,S,R,,,,,
485_13891,R,,,S,S,,,S,S,S
485_17536,S,,,S,S,,,S,S,S
485_17867,,S,,S,R,,R,,,
485_8494,S,S,,S,S,,,,,
485_13491,S,,,S,R,,,S,S,S
485_158,R,S,S,S,S,,,,S,R
485_17593,S,,,S,R,,,S,S,
485_817,S,S,,S,R,S,,R,S,R
485_5446,S,S,,S,R,,,,,
485_6969,S,S,,S,S,,,,,
485_5294,S,S,,S,S,,,,,
485_13371,S,,,S,R,,,R,S,S
485_14093,S,,,S,R,,,R,S,
485_9428,S,S,,S,S,,,,,
485_17031,R,,,S,S,,,S,S,S
485_3633,R,S,,S,S,,,,,
485_9654,S,,,S,S,,,R,S,S
485_5359,S,S,,S,R,,,,,
485_9465,S,S,,S,,,,,,
485_5273,S,S,,S,S,,,,,
485_9644,,S,,S,,,,,,
485_8695,S,S,,S,R,,,,,
485_17652,S,,,S,S,,,R,S,S
485_9292,S,S,,S,S,,,,,
485_8694,S,S,,S,S,,,,,
485_13706,S,,,S,S,,,S,S,S
485_537,R,S,,S,,,,,,
485_14815,S,,,S,R,,,S,S,S
485_8427,S,S,,S,S,,,,,
485_9602,S,S,,S,,,,,,
485_17449,S,,,S,S,,,S,S,S
485_8511,S,S,,S,S,,,,,
485_14684,S,,,S,R,,,R,S,S
485_6958,S,,,,S,,,,,
485_3984,R,S,,S,S,,,,,
485_4071,S,S,,S,R,,,,,
485_262,S,S,S,S,S,,,,S,R
485_17612,S,,,S,R,,,R,S,S
485_15560,S,,,S,S,,,R,S,S
485_5231,S,S,,S,S,,,,,
485_9221,S,S,,S,R,,,,,
485_8101,R,,,,R,,,,S,R
485_17739,,R,,S,R,,R,,,
485_14853,S,,,S,S,,,S,S,S
485_9063,S,S,,S,S,,,,,
485_5457,S,S,,S,S,,,,,
485_5317,S,S,,S,R,,,,,
485_4193,R,S,,S,R,,,,,
485_4191,S,S,,S,R,,,,,
485_3671,R,S,,S,R,,,,,
485_6855,S,S,,S,S,,,,,
485_13321,S,,,S,S,,,R,S,S
485_5067,S,S,,S,R,,,,,
485_8591,S,S,,S,S,,,,,
485_9605,S,S,,S,,,,,,
485_14178,S,,,S,S,,,S,S,S
485_8802,S,S,,S,S,,,,,
485_4438,S,S,,S,R,,,,,
485_8257,S,S,,S,S,,,,,
485_7737,S,S,,S,S,,,R,S,S
485_4342,R,S,,S,S,,,,,
485_14871,S,,,S,S,,,R,S,S
485_15617,S,,,S,R,,,R,S,S
485_3942,S,S,,S,R,,,,,
485_16414,R,,,S,S,,,S,S,S
485_9763,R,S,,S,S,,,,S,R
485_17685,S,,,S,R,,,S,S,S
485_17833,,S,,S,R,,R,,,
485_4114,R,S,,S,R,,,,,
485_5336,S,R,,S,R,,,,,
485_12969,S,,,S,S,,,S,S,S
485_5635,S,S,,S,S,,,,,
485_13238,S,,,S,S,,,S,S,S
485_14900,R,,,S,S,,,S,S,S
485_4111,R,S,,S,S,,,,,
485_9730,S,,,S,R,,,R,S,
485_8833,S,S,,S,,,,,,
485_3785,S,S,,S,R,,,,,
485_8742,S,S,,S,S,,,,,
485_3976,R,S,,S,S,,,,,
485_9531,S,S,,S,R,,,,,
485_16970,S,,,S,S,,,R,S,S
485_8398,S,S,,S,R,,,,,
485_8500,S,S,,S,R,,,,,
485_16544,S,,,S,R,,,R,S,S
485_827,S,S,,S,R,S,,R,S,R
485_13954,R,,,S,R,,,S,S,S
485_14332,S,,,S,S,,,S,S,S
485_14234,S,,,S,S,,,S,S,S
485_13430,R,,,S,S,,,S,S,S
485_8684,S,S,,S,,,,,,
485_12896,S,,,S,S,,,S,S,S
485_8691,S,S,,S,,,,,,
485_5078,S,S,,S,S,,,,,
485_8409,S,S,,S,S,,,,,
485_8433,S,S,,S,,,,,,
485_5421,S,S,,S,S,,,,,
485_14898,R,,,S,S,,,S,S,S
485_14848,S,,,S,S,,,S,S,S
485_13016,R,,,S,S,,,S,S,S
485_17487,S,,,S,S,,,S,S,S
485_763,S,S,,S,R,R,,R,S,R
485_3823,S,S,,S,S,,,,,
485_14045,S,,,S,S,,,R,S,S
485_15456,S,S,,S,S,,,,,
485_15412,S,S,,S,S,,,,,
485_13872,S,,,S,S,,,S,S,S
485_3812,S,S,,S,S,,,,,
485_17852,,S,,S,R,,R,,,
485_6753,S,,,,R,,,,,
485_9715,S,,,S,R,,,R,S,
485_16675,R,,,S,S,,,R,S,S
485_13831,S,,,S,S,,,S,S,S
485_14817,S,,,S,R,,,R,S,S
485_17861,,S,,S,R,,R,,,
485_3856,S,S,,S,S,,,,,
485_4077,S,S,,S,R,,,,,
485_17056,S,,,S,R,,,R,S,S
485_13806,S,,,S,R,,,R,S,S
485_9691,S,,,S,S,,,R,S,S
485_14411,S,,,S,R,,,R,S,S
485_815,S,S,,S,R,R,,R,S,R
485_5227,S,S,,S,S,,,,,
485_17581,S,,,S,S,,,R,S,S
485_5582,S,S,,S,R,,,,,
485_4383,S,S,,S,R,,,,,
485_6970,S,S,,S,R,,,,,
485_8692,S,S,,S,,,,,,
485_8358,S,S,,S,,,,,,
485_8740,S,S,,S,R,,,,,
485_13499,S,,,S,S,,,S,S,S
485_13902,S,,,S,S,,,S,S,S
485_17620,S,,,S,S,,,S,S,S
485_17608,S,,,S,S,,,S,S,S
485_7068,S,,,,S,,,,,
485_8753,S,S,,S,S,,,,,
485_5111,S,S,,S,R,,,,,
485_4081,S,S,,S,R,,,,,
485_16554,S,,,S,S,,,R,S,S
485_6861,S,,,,S,,,,,
485_5641,S,S,,S,S,,,,,
485_15499,S,S,,S,S,,,,,
485_4465,S,S,,S,S,,,,,
485_4325,S,S,,S,R,,,,,
485_17808,,S,,S,R,,R,,,
485_850,S,S,,S,R,R,,R,S,R
485_3777,R,S,,S,R,,,,,
485_13378,R,,,S,R,,,R,S,S
485_16561,S,,,S,R,,,R,S,S
485_13492,R,,,S,S,,,S,S,S
485_3794,R,S,,S,R,,,,,
485_4108,R,S,,S,R,,,,,
485_17805,,S,,S,R,,R,,,
485_13840,S,,,S,S,,,S,S,
485_4137,R,S,,S,S,,,,,
485_4105,R,S,,S,R,,,,,
485_14370,S,,,S,S,,,S,S,S
485_5296,S,S,,S,S,,,,,
485_14780,S,,,S,S,,,S,S,S
485_14893,S,,,S,R,,,S,S,S
485_6858,S,S,,S,R,,,,,
485_8764,S,S,,S,S,,,,,
485_13271,S,,,S,R,,,R,S,S
485_8348,S,S,,S,S,,,,,
485_6907,S,S,,S,S,,,,,
485_4257,R,S,,S,S,,,,,
485_14353,S,,,S,S,,,S,S,S
485_4404,S,S,,S,R,,,,,
485_14326,S,,,S,S,,,S,S,S
485_4295,S,S,,S,R,,,,,
485_14971,S,,,S,S,,,S,S,S
485_13520,S,,,S,S,,,R,S,S
485_13540,S,,,S,S,,,R,S,S
485_9515,S,S,,S,R,,,,,
485_8614,S,S,,S,R,,,,,
485_17673,S,,,S,R,,,R,S,S
485_13112,S,,,S,R,,,R,S,
485_14340,S,,,S,S,,,S,S,S
485_8339,S,S,,S,S,,,,,
485_8399,S,S,,S,S,,,,,
485_13223,S,,,S,S,,,S,S,S
485_8390,S,S,,S,S,,,,,
485_4823,R,S,,S,R,,,,,
485_4299,R,S,,S,S,,,,,
485_17823,,S,,S,R,,R,,,
485_9271,S,S,,S,S,,,,,
485_8576,S,S,,S,S,,,,,
485_17826,,R,,R,R,,R,,,
485_8372,S,S,,S,S,,,,,
485_14511,S,,,S,S,,,S,S,
485_13265,S,,,S,S,,,R,S,S
485_4785,R,S,,S,,,,,,
485_6949,S,,,,S,,,,,
485_14355,S,,,S,S,,,S,S,S
485_4314,R,S,,S,S,,,,,
485_14094,S,,,S,S,,,S,S,S
485_4002,R,S,,S,S,,,,,
485_13768,S,,,S,S,,,S,S,
485_8622,S,S,,S,S,,,,,
485_14520,S,,,S,S,,,S,S,S
485_3764,R,S,,S,R,,,,,
485_13982,R,,,S,S,,,S,S,S
485_9278,S,S,,S,R,,,,,
485_201,S,S,R,S,R,,,,S,R
485_8557,S,S,,S,S,,,,,
485_13061,S,,,S,R,,,S,S,S
485_9739,S,S,,S,R,,,,S,R
485_14300,S,,,S,R,,,R,S,S
485_5086,S,S,,S,R,,,,,
485_3754,S,S,,S,S,,,,,
485_4907,R,,,,,,,,,
485_4877,S,S,,S,,,,,,
485_14150,S,,,S,R,,,R,S,
485_5603,S,S,,S,S,,,,,
485_9342,S,S,,S,R,,,,,
485_13435,R,,,S,S,,,S,S,S
485_5144,S,S,,S,S,,,,,
485_16608,S,,,S,S,,,R,S,S
485_15605,S,,,S,S,,,R,S,S
485_17002,S,,,S,R,,,R,S,
485_5194,S,S,,S,S,,,,,
485_531,R,S,,S,,,,,,
485_17751,,R,,S,R,,R,,,
485_7602,S,S,,S,S,,,R,S,S
485_9178,S,S,,S,R,,,,,
485_4091,S,S,,S,S,,,,,
485_13766,S,,,S,R,,,S,S,S
485_13160,S,,,S,S,,,S,S,S
485_8467,S,S,,S,,,,,,
485_15631,S,,,S,S,,,R,S,S
485_14526,S,,,S,R,,,S,S,S
485_4192,S,S,,S,R,,,,,
485_272,S,S,S,S,R,,,,S,R
485_6757,S,,,,S,,,,,
485_9699,S,,,S,S,,,R,S,S
485_810,S,S,,S,S,S,,R,S,R
485_3953,R,S,,S,R,,,,,
485_4247,S,S,,S,R,,,,,
485_5216,S,S,,S,S,,,,,
485_6928,S,,,,S,,,,,
485_9514,S,S,,S,R,,,,,
485_9620,S,S,,S,,,,,,
485_15672,S,,,S,R,,,R,S,S
485_13429,S,,,S,S,,,S,S,S
485_9445,S,S,,S,R,,,,,
485_14770,S,,,S,S,,,S,S,S
485_14812,S,,,S,R,,,R,S,S
485_749,S,S,,S,R,R,,R,S,R
485_14519,S,,,S,S,,,S,S,S
485_17466,S,,,S,S,,,S,S,S
485_8546,S,S,,S,R,,,,,
485_4884,S,S,,S,,,,,,
485_13285,S,,,S,S,,,S,S,S
485_5240,S,S,,S,S,,,,,
485_5486,S,S,,S,S,,,,,
485_6837,S,,,,S,,,,,
485_859,S,S,,S,S,S,,R,S,R
485_13666,S,,,S,S,,,S,S,S
485_13545,S,,,S,S,,,S,S,S
485_750,,S,,S,R,R,,,S,R
485_518,R,S,,S,,,,,,
485_8671,S,S,,S,S,,,,,
485_116,S,S,S,S,R,,,,S,R
485_14424,S,,,S,S,,,S,S,S
485_4876,S,S,,S,R,,,,,
485_15534,R,,,S,R,,,R,S,
485_15468,S,S,,S,S,,,,,
485_5420,S,S,,S,S,,,,,
485_14422,S,,,S,S,,,S,S,S
485_13213,S,,,S,R,,,S,S,S
485_8634,S,S,,S,R,,,,,
485_8322,S,S,,S,S,,,,,
485_14181,S,,,S,S,,,S,S,S
485_9378,S,S,,S,S,,,,,
485_4138,S,S,,S,R,,,,,
485_4781,S,S,,S,R,,,,,
485_5022,S,S,,S,R,,,,,
485_8315,S,S,,S,,,,,,
485_4197,R,S,,S,R,,,,,
485_4977,S,R,,S,R,,,,,
485_4148,R,S,,S,S,,,,,
485_4464,R,S,,S,R,,,,,
485_9681,S,,,S,S,,,R,S,S
485_17645,S,,,S,R,,,S,S,S
485_5361,S,S,,S,S,,,,,
485_8094,S,,,S,,,,,,
485_4271,S,S,,S,R,,,,,
485_14202,R,,,S,S,,,R,S,S
485_6754,S,,,,R,,,,,
485_586,R,S,,S,S,,,,,
485_13903,S,,,S,R,,,S,S,
485_731,S,S,,S,R,R,,R,S,R
485_8662,S,S,,S,R,,,,,
485_13617,R,,,S,S,,,S,S,S
485_9207,S,S,,S,S,,,,,
485_4449,S,S,,S,S,,,,,
485_5239,S,S,,S,S,,,,,
485_587,R,S,,S,,,,,,
485_14809,R,,,S,S,,,S,S,S
485_9704,S,,,S,R,,,R,S,S
485_13864,S,,,S,R,,,S,S,S
485_5246,S,S,,S,R,,,,,
485_3814,S,S,,S,R,,,,,
485_8450,S,S,,S,,,,,,
485_4434,S,S,,S,R,,,,,
485_17733,,R,,S,R,,R,,,
485_7087,S,,,,S,,,,,
485_13767,S,,,S,S,,,S,S,S
485_15557,S,,,S,R,,,R,S,S
485_4403,R,S,,S,S,,,,,
485_5312,S,S,,S,R,,,,,
485_4973,S,S,,R,R,,,,,
485_17599,S,,,S,R,,,R,S,S
485_14818,S,,,S,S,,,S,S,S
485_5163,S,S,,S,R,,,,,
485_13411,S,,,S,S,,,S,S,S
485_8757,S,S,,S,S,,,,,
485_13459,S,,,S,R,,,S,S,S
485_13071,S,,,S,R,,,S,S,S
485_8523,S,S,,S,S,,,,,
485_9336,S,S,,S,S,,,,,
485_5526,S,S,,S,R,,,,,
485_8395,S,S,,S,S,,,,,
485_8610,S,S,,S,S,,,,,
485_4222,R,S,,S,R,,,,,
485_333,R,S,,S,,,,,,
485_871,S,S,,S,R,,,,S,R
485_17757,,R,,S,R,,R,,,
485_17053,S,,,S,S,,,S,S,S
485_5095,S,S,,R,R,,,,,
485_4246,S,S,,S,S,,,,,
485_9400,S,S,,S,S,,,,,
485_9452,S,S,,S,R,,,,,
485_9170,S,S,,S,,,,,,
485_8989,S,S,,S,S,,,,,
485_6847,S,,,,S,,,,,
485_4159,S,S,,S,S,,,,,
485_9337,S,S,,S,S,,,,,
485_8420,S,S,,S,R,,,,,
485_8293,S,S,,S,R,,,,,
485_9327,S,S,,S,S,,,,,
485_5609,S,S,,S,R,,,,,
485_3958,R,S,,S,R,,,,,
485_3083,S,,,,R,R,,,S,R
485_9629,,S,,S,,,,,,
485_17638,S,,,S,S,,,S,S,S
485_6751,S,,,,S,,,,,
485_250,S,S,S,S,S,,,,S,R
485_14359,S,,,S,R,,,R,S,
485_15583,S,,,S,S,,,S,S,S
485_5220,S,S,,S,R,,,,,
485_13461,S,,,S,R,,,R,S,
