Genome ID,azithromycin,cefixime,cefpodoxime,ceftriaxone,ciprofloxacin,erythromycin,levofloxacin,penicillin,spectinomycin,tetracycline
485_14221,S,,,S,S,,,S,S,S
485_13134,S,,,S,S,,,S,S,S
485_4780,S,S,,S,,,,,,
485_704,S,S,,S,S,S,,S,S,S
485_17064,S,,,S,S,,,S,S,S
485_13267,S,,,S,S,,,S,S,S
485_8882,S,S,,S,S,,,,,
485_9364,S,S,,S,S,,,,,
485_17806,,S,,S,R,,R,,,
485_3757,R,S,,S,R,,,,,
485_3774,S,S,,S,R,,,,,
485_14882,R,,,S,S,,,S,S,S
485_13744,S,,,S,R,,,R,S,S
485_12941,S,,,S,R,,,R,S,S
485_14789,S,,,S,R,,,S,S,S
485_17542,S,,,S,S,,,R,S,S
485_12944,S,,,S,S,,,S,S,S
485_56,S,S,S,S,R,,,,S,R
485_17485,S,,,S,R,,,R,S,
485_8762,S,S,,S,R,,,,,
485_13040,S,,,S,S,,,S,S,S
485_14474,S,,,S,S,,,S,S,S
485_7136,S,,,,S,,,,,
485_4967,S,S,,S,R,,,,,
485_3905,S,S,,S,S,,,,,
485_5062,S,S,,S,S,,,,,
485_5125,S,S,,S,S,,,,,
485_9591,S,R,,R,,,,,,
485_8830,S,S,,S,S,,,,,
485_8466,S,S,,S,,,,,,
485_5322,S,S,,S,S,,,,,
485_8748,S,S,,S,R,,,,,
485_9276,S,S,,S,S,,,,,
485_9759,R,S,,S,S,,,,S,R
485_6993,S,,,,S,,,,,
485_8715,S,S,,S,,,,,,
485_13400,S,,,S,S,,,S,S,S
485_15019,S,,,S,S,,,S,S,S
485_14190,S,,,S,S,,,S,S,S
485_8441,S,S,,S,S,,,,,
485_17070,S,,,S,S,,,S,S,S
485_6870,S,S,,S,R,,,,,
485_13308,S,,,S,S,,,S,S,S
485_13057,S,,,S,S,,,R,S,S
485_9048,S,S,,S,S,,,,,
485_4291,S,S,,S,S,,,,,
485_14399,R,,,S,S,,,S,S,S
485_15611,S,,,S,R,,,S,S,S
485_17554,S,,,S,S,,,S,S,S
485_9694,S,,,S,S,,,R,S,S
485_13129,S,,,S,R,,,S,S,S
485_90,S,S,S,S,R,,,,S,R
485_5345,S,S,,S,R,,,,,
485_6929,S,,,,S,,,,,
485_5547,S,S,,S,R,,,,,
485_5211,S,S,,S,S,,,,,
485_13906,S,,,S,R,,,R,S,
485_17069,R,,,S,S,,,S,S,S
485_8374,S,S,,S,R,,,,,
485_325,R,S,,S,,,,,,
485_14249,S,,,S,S,,,S,S,S
485_17761,,S,,S,R,,R,,,
485_14846,S,,,S,S,,,R,S,S
485_4359,S,S,,S,S,,,,,
485_3895,R,S,,S,R,,,,,
485_5573,S,S,,S,R,,,,,
485_17510,S,,,S,S,,,R,S,S
485_8578,S,S,,S,S,,,,,
485_14945,S,,,S,R,,,R,S,S
485_3845,S,S,,S,R,,,,,
485_8812,S,S,,S,S,,,,,
485_14446,S,,,S,R,,,R,S,
485_14933,S,,,S,S,,,R,S,S
485_4989,S,S,,S,S,,,,,
485_12981,S,,,S,S,,,R,S,S
485_4173,S,S,,S,R,,,,,
485_599,R,S,,S,,,,,,
485_5079,S,S,,S,S,,,,,
485_184,S,S,R,S,R,,,,S,R
485_9123,S,S,,S,R,,,,,
485_14075,S,,,S,R,,,R,S,S
485_16676,S,,,S,S,,,R,S,S
485_14361,S,,,S,S,,,S,S,S
485_13438,S,,,S,R,,,R,S,
485_17503,S,,,S,S,,,S,S,S
485_9109,S,S,,S,S,,,,,
485_14204,S,,,S,S,,,S,S,S
485_13262,S,,,S,R,,,R,S,
485_4446,R,S,,S,S,,,,,
485_9709,S,,,S,S,,,R,S,S
485_4203,R,S,,S,R,,,,,
485_16596,S,,,S,R,,,R,S,S
485_8987,S,S,,S,R,,,,,
485_3858,S,S,,S,S,,,,,
485_527,R,S,,S,,,,,,
485_13306,S,,,S,S,,,S,S,S
485_16701,R,,,S,S,,,S,S,S
485_4037,R,S,,S,S,,,,,
485_12926,S,,,S,R,,,R,S,S
485_13157,S,,,S,R,,,R,S,S
485_15568,S,,,S,S,,,S,S,S
485_13123,S,,,S,S,,,S,S,S
485_13931,S,,,S,S,,,S,S,
485_3844,R,S,,S,R,,,,,
485_13518,S,,,S,R,,,R,S,S
485_4353,S,S,,S,R,,,,,
485_3933,S,S,,S,R,,,,,
485_6852,S,S,,S,S,,,,,
485_9677,S,,,S,S,,,R,S,S
485_9024,S,S,,S,S,,,,,
485_14092,S,,,S,R,,,R,S,S
485_4224,R,S,,S,R,,,,,
485_13897,S,,,S,S,,,S,S,S
485_12881,R,,,S,S,,,S,S,S
485_122,S,S,R,S,R,,,,S,R
485_4214,S,S,,S,R,,,,,
485_3982,R,S,,S,R,,,,,
485_13075,S,,,S,S,,,S,S,S
485_12911,S,,,S,S,,,S,S,S
485_13504,S,,,S,S,,,S,S,S
485_4792,R,S,,S,R,,,,,
485_13183,S,,,S,S,,,S,S,S
485_15588,S,,,S,S,,,S,S,S
485_4031,S,S,,S,S,,,,,
485_14153,S,,,S,R,,,S,S,S
485_13295,S,,,S,S,,,R,S,S
485_186,S,S,S,S,R,,,,S,R
485_8990,S,S,,S,R,,,,,
485_8947,S,S,,S,,,,,,
485_9075,S,S,,S,R,,,,,
485_9129,S,S,,S,,,,,,
485_13056,S,,,S,R,,,R,S,
485_9256,S,S,,S,R,,,,,
485_3987,R,S,,S,R,,,,,
485_16694,S,,,S,S,,,S,S,S
485_9122,S,S,,S,R,,,,,
485_17448,S,,,S,R,,,R,S,
485_5477,S,S,,S,R,,,,,
485_13041,S,,,S,S,,,R,S,S
485_15484,S,S,,S,S,,,,,
485_17083,S,,,S,R,,,S,S,S
485_14046,S,,,S,S,,,S,S,S
485_9018,S,S,,S,R,,,,,
485_6831,S,,,,R,,,,,
485_6809,S,,,,R,,,,,
485_15608,S,,,S,S,,,S,S,S
485_4436,R,S,,S,R,,,,,
485_15051,S,,,S,S,,,S,S,S
485_4348,R,S,,S,R,,,,,
485_4099,S,S,,S,S,,,,,
485_5374,S,S,,S,S,,,,,
485_6945,S,,,,R,,,,,
485_9536,S,S,,S,R,,,,,
485_8245,S,S,,S,R,,,,,
485_14902,S,,,S,S,,,S,S,S
485_17752,,S,,S,R,,R,,,
485_14383,S,,,S,R,,,R,S,S
485_15567,R,,,S,S,,,S,S,S
485_5411,S,S,,S,S,,,,,
485_5467,S,S,,S,S,,,,,
485_8297,S,S,,S,R,,,,,
485_13458,S,,,S,S,,,S,S,S
485_9208,S,S,,S,S,,,,,
485_13901,S,,,S,R,,,R,S,
485_9747,,S,,S,S,,,,S,S
485_17052,S,,,S,R,,,R,S,S
485_8893,S,S,,S,S,,,,,
485_5344,S,S,,S,R,,,,,
485_14354,S,,,S,S,,,S,S,S
485_9317,S,S,,S,,,,,,
485_17029,S,,,S,S,,,S,S,S
485_4433,R,S,,S,R,,,,,
485_4129,R,S,,S,R,,,,,
485_8273,S,S,,S,R,,,,,
485_219,S,S,S,S,S,,,,S,R
485_14291,S,,,S,S,,,S,S,S
485_12945,S,,,S,R,,,R,S,S
485_16375,S,,,S,S,,,S,S,S
485_14774,R,,,S,S,,,S,S,S
485_737,S,S,,S,S,S,,R,S,R
485_14959,S,,,S,S,,,S,S,S
485_13994,S,,,S,R,,,R,S,S
485_3769,R,S,,S,R,,,,,
485_7114,S,,,,R,,,,,
485_17442,S,,,S,S,,,S,S,S
485_17033,S,,,S,S,,,S,S,S
485_5249,S,S,,S,S,,,,,
485_5338,S,S,,S,S,,,,,
485_14298,S,,,S,S,,,S,S,S
485_14180,S,,,S,R,,,S,S,
485_3803,R,S,,S,S,,,,,
485_199,S,R,R,S,R,,,,S,R
485_13018,S,,,S,R,,,R,S,S
485_15586,S,,,S,S,,,S,S,S
485_8858,S,S,,S,R,,,,,
485_6779,S,,,,S,,,,,
485_17687,S,,,S,S,,,S,S,S
485_9727,S,,,S,R,,,R,S,
485_9545,S,S,,S,R,,,,,
485_8585,S,S,,S,R,,,,,
485_5218,S,S,,S,R,,,,,
485_13670,S,,,S,R,,,R,S,S
485_823,S,S,,S,R,S,,R,S,R
485_162,S,S,S,S,R,,,,S,R
485_267,R,S,S,S,S,,,,S,R
485_13086,S,,,S,S,,,S,S,S
485_15520,R,,,S,S,,,S,S,S
485_4275,S,S,,S,R,,,,,
485_16488,S,,,S,S,,,S,S,S
485_14077,S,,,S,R,,,R,S,S
485_13660,S,,,S,R,,,S,S,S
485_4201,S,S,,S,S,,,,,
485_3804,S,S,,S,S,,,,,
485_14224,S,,,S,R,,,R,S,S
485_4791,S,S,,S,R,,,,,
485_3679,S,S,,S,S,,,,,
485_14950,R,,,S,S,,,S,S,S
485_9383,S,S,,S,,,,,,
485_4895,S,S,,S,R,,,,,
485_16863,S,,,S,S,,,R,S,S
485_16674,S,,,S,R,,,S,S,S
485_13219,S,,,S,S,,,S,S,S
485_97,S,S,S,S,R,,,,S,R
485_14795,S,,,S,S,,,S,S,S
485_8469,S,S,,S,S,,,,,
485_450,R,S,,S,,,,,,
485_14775,R,,,S,S,,,S,S,S
485_790,S,S,,S,R,R,,R,S,R
485_767,S,S,,S,R,R,,R,S,R
485_16579,S,,,S,R,,,S,S,S
485_71,R,S,S,S,S,,,,S,R
485_9404,S,S,,S,S,,,,,
485_17535,S,,,S,S,,,S,S,S
485_5525,S,S,,S,S,,,,,
485_6771,S,,,,R,,,,,
485_5858,R,S,,S,R,,,,,
485_13201,R,,,S,S,,,S,S,S
485_12924,S,,,S,S,,,S,S,S
485_4128,S,S,,S,R,,,,,
485_3776,R,S,,S,R,,,,,
485_13824,R,,,S,S,,,S,S,S
485_362,S,S,,S,S,,,,,
485_15634,S,,,S,R,,,R,S,S
485_9742,S,,,S,R,,,R,S,
485_4384,S,S,,S,S,,,,,
485_13937,S,,,S,R,,,R,S,S
485_4802,R,S,,S,R,,,,,
485_7902,S,S,,S,S,,,R,S,S
485_4084,R,S,,S,S,,,,,
485_4168,R,S,,S,R,,,,,
485_17569,S,,,S,S,,,S,S,S
485_7094,S,,,,S,,,,,
485_273,S,S,S,S,R,,,,S,S
485_5343,S,S,,S,R,,,,,
485_9482,S,S,,S,S,,,,,
485_15622,S,,,S,S,,,R,S,S
485_14420,S,,,S,S,,,S,S,S
485_14475,S,,,S,R,,,R,S,
485_8960,S,S,,S,S,,,,,
485_585,R,S,,S,,,,,,
485_4208,S,S,,S,R,,,,,
485_13556,S,,,S,R,,,S,S,S
485_5114,S,S,,S,R,,,,,
485_14270,S,,,S,S,,,S,S,S
485_7913,S,S,,S,S,,,R,S,S
485_4363,S,S,,S,S,,,,,
485_5661,S,S,,S,S,,,,,
485_6796,S,S,,S,S,,,,,
485_9606,S,S,,S,,,,,,
485_9559,S,S,,S,R,,,,,
485_5390,S,S,,S,R,,,,,
485_16462,S,,,S,S,,,S,S,S
485_4287,S,S,,S,R,,,,,
485_4035,R,S,,S,R,,,,,
485_13324,S,,,S,R,,,R,S,S
485_8251,S,S,,S,S,,,,,
485_13017,S,,,S,S,,,S,S,S
485_8782,S,S,,S,R,,,,,
485_15506,R,,,S,S,,,S,S,S
485_5233,S,S,,S,S,,,,,
485_17815,,S,,S,R,,R,,,
485_13118,S,,,S,R,,,S,S,S
485_14450,S,,,S,S,,,S,S,S
485_487,R,S,,S,,,,,,
485_777,S,S,,S,S,S,,R,S,S
485_140,S,S,S,S,R,,,,S,R
485_14203,S,,,S,S,,,S,S,S
485_15512,R,,,S,S,,,S,S,S
485_4452,R,S,,S,S,,,,,
485_142,S,S,R,S,R,,,,S,R
485_17530,S,,,S,S,,,S,S,S
485_8350,S,S,,S,R,,,,,
485_798,S,S,,S,S,S,,R,S,R
485_6930,S,,,,S,,,,,
485_4124,S,S,,S,R,,,,,
485_6749,S,,,,S,,,,,
485_8263,S,S,,S,S,,,,,
485_17856,,,,S,R,,R,,,
485_5292,S,S,,S,R,,,,,
485_13674,S,,,S,S,,,S,S,S
485_13567,S,,,S,S,,,S,S,S
485_13019,S,,,S,S,,,S,S,S
485_3961,R,S,,S,R,,,,,
485_17650,S,,,S,S,,,S,S,S
485_8527,S,S,,S,S,,,,,
485_8434,S,S,,S,R,,,,,
485_5334,S,S,,S,R,,,,,
485_108,S,S,R,S,R,,,,S,R
485_4839,S,S,,S,,,,,,
485_14844,S,,,S,S,,,S,S,S
485_279,R,S,S,S,S,,,,S,R
485_128,S,S,S,S,S,,,,S,R
485_17497,S,,,S,S,,,S,S,S
485_8428,S,S,,S,S,,,,,
485_5234,S,S,,S,R,,,,,
485_3862,R,S,,S,R,,,,,
485_9597,S,S,,S,,,,,,
485_17740,,R,,S,R,,R,,,
485_5863,S,S,,S,S,,,,,
485_17846,,S,,S,R,,R,,,
485_16600,S,,,S,R,,,S,S,S
485_14957,S,,,S,S,,,S,S,S
485_16808,S,,,S,S,,,S,S,S
485_8840,S,S,,S,R,,,,,
485_17647,S,,,S,S,,,S,S,S
485_17459,S,,,S,S,,,S,S,S
485_8440,S,S,,S,S,,,,,
485_16861,R,,,S,S,,,S,S,S
485_5649,S,S,,S,S,,,,,
485_9750,S,S,,S,R,,,,S,
485_13005,S,,,S,S,,,S,S,S
485_8594,S,S,,S,,,,,,
485_745,S,S,,S,R,R,,R,S,R
485_4231,,S,,S,S,,,,,
485_161,S,S,R,S,R,,,,S,R
485_13501,S,,,S,S,,,R,S,S
485_13305,S,,,S,R,,,R,S,S
485_17780,,S,,S,R,,R,,,
485_8429,S,S,,S,S,,,,,
485_14318,S,,,S,R,,,R,S,S
485_9264,S,S,,S,S,,,,,
485_4252,S,S,,S,S,,,,,
485_17688,S,,,S,S,,,S,S,S
485_13433,R,,,S,S,,,S,S,S
485_9001,S,S,,S,R,,,,,
485_8341,S,S,,S,S,,,,,
485_9155,S,S,,S,R,,,,,
485_14753,S,,,S,S,,,S,S,S
485_7028,S,,,,S,,,,,
485_9338,S,S,,S,R,,,,,
485_5102,S,S,,S,R,,,,,
485_4456,R,S,,S,S,,,,,
485_14885,S,,,S,S,,,S,S,S
485_6769,S,,,,S,,,,,
485_13896,S,,,S,S,,,R,S,S
485_13302,S,,,S,S,,,S,S,S
485_3945,R,S,,S,S,,,,,
485_9577,S,S,,S,R,,,,,
485_4492,R,S,,S,R,,,,,
485_13188,S,,,S,R,,,R,S,S
485_13828,S,,,S,S,,,S,S,S
485_8791,S,S,,S,R,,,,,
485_13396,S,,,S,S,,,S,S,S
485_595,R,S,,S,,,,,,
485_9743,S,,,S,S,,,R,S,
485_17606,S,,,S,S,,,S,S,S
485_447,S,S,,S,S,,,,,
485_16418,S,,,S,R,,,S,S,S
485_9139,S,S,,S,,,,,,
485_5394,S,S,,S,S,,,,,
485_191,S,S,R,S,R,,,,S,R
485_4477,R,S,,S,R,,,,,
485_8388,S,S,,S,S,,,,,
485_5304,S,S,,S,S,,,,,
485_8249,S,S,,S,R,,,,,
485_8908,S,S,,S,R,,,,,
485_12883,S,,,S,R,,,S,S,S
485_13381,R,,,S,R,,,R,S,S
485_9234,S,S,,S,,,,,,
485_3739,R,S,,S,R,,,,,
485_6985,S,,,,R,,,,,
485_17493,S,,,S,R,,,R,S,
485_13289,S,,,S,S,,,S,S,S
485_7949,S,S,,S,S,,,R,S,S
485_9421,S,S,,S,S,,,,,
485_9015,S,S,,S,S,,,,,
485_14915,S,,,S,R,,,S,S,S
485_5570,S,S,,S,R,,,,,
485_543,R,S,,S,,,,,,
485_5298,S,S,,S,R,,,,,
485_3962,R,S,,S,R,,,,,
485_9097,S,S,,S,R,,,,,
485_9079,S,S,,S,S,,,,,
485_14989,S,,,S,S,,,S,S,S
485_4826,S,S,,S,R,,,,,
485_8515,S,S,,S,,,,,,
485_15597,S,,,S,R,,,R,S,S
485_13845,S,,,S,S,,,S,S,S
485_713,S,S,,S,R,R,,R,S,R
485_195,S,S,S,S,R,,,,S,R
485_17855,,S,,S,R,,R,,,
485_7129,S,,,,S,,,,,
485_8698,S,S,,S,S,,,,,
485_256,S,S,S,S,S,,,,S,R
485_5375,S,S,,S,S,,,,,
485_187,S,S,S,S,R,,,,S,R
485_14271,S,,,S,R,,,R,S,S
485_17742,,S,,S,R,,R,,,
485_17483,S,,,S,S,,,S,S,S
485_5592,S,S,,S,R,,,,,
485_8814,S,S,,S,,,,,,
485_9218,S,S,,S,S,,,,,
485_7005,S,,,,R,,,,,
485_16377,S,,,S,S,,,S,S,S
485_13543,R,,,S,S,,,S,S,S
485_4987,S,S,,S,R,,,,,
485_13968,S,,,S,S,,,S,S,S
485_4365,S,S,,S,S,,,,,
485_4078,R,S,,S,S,,,,,
485_13252,R,,,S,S,,,S,S,S
485_705,S,S,,S,R,R,,R,S,R
485_14500,S,,,S,S,,,R,S,S
485_4429,S,S,,S,R,,,,,
485_16922,S,,,S,S,,,S,S,S
485_5460,S,S,,S,R,,,,,
485_4837,S,S,,S,,,,,,
485_3974,R,S,,S,R,,,,,
485_4337,S,S,,S,S,,,,,
485_4054,R,S,,S,R,,,,,
485_13705,S,,,S,S,,,S,S,S
485_3625,R,S,,S,S,,,,,
485_17494,S,,,S,S,,,S,S,S
485_3876,R,S,,S,R,,,,,
485_15547,S,,,S,R,,,R,S,
485_14740,S,,,S,S,,,S,S,S
485_5678,R,S,,S,R,,,,,
485_16553,S,,,S,R,,,S,S,S
485_8767,S,S,,S,S,,,,,
485_13047,S,,,S,R,,,R,S,S
485_9731,S,,,S,S,,,R,S,
485_759,S,S,,S,R,R,,R,S,R
485_14453,S,,,S,S,,,S,S,S
485_9732,S,,,S,S,,,R,S,R
485_14319,S,,,S,R,,,R,S,S
485_15624,S,,,S,S,,,S,S,S
485_8501,S,S,,S,R,,,,,
485_174,S,S,R,S,R,,,,S,R
485_15015,S,,,S,S,,,S,S,S
485_14540,S,,,S,S,,,S,S,S
485_218,S,S,R,S,R,,,,S,R
485_3683,S,S,,S,S,,,,,
485_8636,S,S,,S,S,,,,,
485_14304,S,,,S,S,,,S,S,S
485_5308,S,S,,S,R,,,,,
485_6965,S,S,,S,S,,,,,
485_9675,S,,,S,S,,,R,S,S
485_5313,S,S,,S,R,,,,,
485_16962,S,,,S,S,,,S,S,S
485_15513,R,,,S,S,,,S,S,S
485_13731,S,,,S,S,,,S,S,S
485_15610,S,,,S,S,,,R,S,S
485_13316,R,,,S,R,,,S,S,S
485_13810,S,,,S,S,,,S,S,S
485_8406,S,S,,S,S,,,,,
485_17791,,S,,S,R,,R,,,
485_14328,S,,,S,S,,,S,S,S
485_14508,S,,,S,R,,,R,S,S
485_13035,S,,,S,S,,,S,S,S
485_13340,S,,,S,S,,,S,S,S
485_8967,S,S,,S,,,,,,
485_8750,S,S,,S,S,,,,,
485_4292,R,S,,S,R,,,,,
485_9385,S,S,,S,S,,,,,
485_17575,S,,,S,R,,,R,S,
485_9254,S,S,,S,S,,,,,
485_17821,,S,,S,R,,R,,,
485_4969,S,S,,S,S,,,,,
485_9133,S,S,,S,R,,,,,
485_5562,S,S,,S,S,,,,,
485_7692,S,S,,S,S,,,R,S,S
485_8444,S,S,,S,S,,,,,
485_8551,S,S,,S,S,,,,,
485_13562,S,,,S,S,,,S,S,S
485_284,S,S,S,S,S,,,,S,R
485_4045,S,S,,S,R,,,,,
485_3875,R,S,,S,R,,,,,
485_4157,R,S,,S,R,,,,,
485_12967,S,,,S,S,,,S,S,S
485_14285,S,,,S,S,,,S,S,S
485_14965,S,,,S,S,,,S,S,S
485_3903,S,S,,S,R,,,,,
485_8261,S,S,,S,S,,,,,
485_13198,S,,,S,S,,,R,S,S
485_4354,R,S,,S,R,,,,,
485_3848,S,S,,S,R,,,,,
485_4233,R,S,,S,S,,,,,
485_192,S,S,S,S,S,,,,S,R
485_14406,S,,,S,S,,,S,S,S
485_13029,S,,,S,S,,,S,S,S
485_5219,S,S,,S,R,,,,,
485_14899,S,,,S,S,,,S,S,S
485_7067,S,,,,S,,,,,
485_4423,R,S,,S,S,,,,,
485_778,S,S,,S,S,S,,R,S,S
485_13725,S,,,S,S,,,S,S,S
485_114,S,S,S,S,R,,,,S,R
485_9257,S,S,,S,S,,,,,
485_13899,S,,,S,R,,,S,S,S
485_8810,S,S,,S,R,,,,,
485_5085,S,S,,S,R,,,,,
485_15543,S,,,S,R,,,R,S,
485_14527,S,,,S,S,,,S,S,S
485_571,R,S,,S,,,,,,
485_9319,S,S,,S,S,,,,,
485_9583,S,S,,S,,,,,,
485_14251,S,,,S,S,,,R,S,S
485_13732,S,,,S,S,,,S,S,S
485_14763,S,,,S,R,,,S,S,S
485_9270,S,S,,S,S,,,,,
485_9471,S,S,,S,S,,,,,
485_3632,R,S,,S,R,,,,,
485_431,S,S,,S,S,,,,,
485_5321,S,S,,S,R,,,,,
485_88,S,S,S,S,R,,,,S,R
485_13317,S,,,S,S,,,S,S,S
485_291,R,S,,S,,,,,,
485_9665,S,,,S,R,,,R,S,S
485_768,R,S,,S,R,R,,R,S,R
485_198,S,S,S,S,R,,,,S,R
485_13274,S,,,S,S,,,R,S,S
485_13199,S,,,S,S,,,S,S,S
485_16960,S,,,S,S,,,S,S,S
485_6784,S,S,,S,S,,,,,
485_4822,S,S,,S,R,,,,,
485_14867,S,,,S,R,,,S,S,S
485_17481,S,,,S,S,,,S,S,S
485_4894,R,S,,S,R,,,,,
485_14449,S,,,S,R,,,R,S,S
485_16769,S,,,S,S,,,S,S,S
485_4316,R,S,,S,R,,,,,
485_16690,S,,,S,S,,,S,S,S
485_9462,S,S,,S,,,,,,
485_14435,S,,,S,R,,,R,S,S
485_120,S,S,S,S,S,,,,S,R
485_14488,S,,,S,S,,,S,S,S
485_13493,S,,,S,S,,,S,S,S
485_15526,S,,,S,S,,,S,S,S
485_9409,S,S,,S,,,,,,
485_4211,S,S,,S,R,,,,,
485_14081,S,,,S,S,,,S,S,S
485_15604,S,,,S,S,,,S,S,S
485_16774,S,,,S,S,,,S,S,S
485_17518,S,,,S,S,,,S,S,S
485_5310,S,S,,S,S,,,,,
485_9077,S,S,,S,S,,,,,
485_9023,S,S,,S,S,,,,,
485_163,S,S,R,S,R,,,,S,R
485_14490,S,,,S,S,,,R,S,S
485_13259,S,,,S,R,,,R,S,S
485_17543,S,,,S,S,,,S,S,S
485_298,R,S,,S,,,,,,
485_13044,S,,,S,S,,,S,S,S
485_14289,S,,,S,S,,,S,S,S
485_72,S,S,R,S,R,,,,S,R
485_5602,S,S,,S,R,,,,,
485_6892,S,S,,S,S,,,,,
485_7054,S,,,,S,,,,,
485_8396,S,S,,S,S,,,,,
485_8497,S,S,,S,S,,,,,
485_14811,S,,,S,S,,,S,S,S
485_5016,S,S,,S,S,,,,,
485_13595,S,,,S,S,,,S,S,S
485_14024,S,,,S,R,,,S,S,S
485_17457,S,,,S,R,,,R,S,S
485_3912,R,S,,S,S,,,,,
485_9181,S,S,,S,R,,,,,
485_7090,S,,,,S,,,,,
485_5286,S,S,,S,S,,,,,
485_5381,S,S,,S,S,,,,,
485_13997,S,,,S,S,,,S,S,S
485_15554,S,,,S,S,,,S,S,S
485_5349,S,S,,S,S,,,,,
485_14402,S,,,S,R,,,R,S,
485_9111,S,S,,S,S,,,,,
485_14748,S,,,S,S,,,S,S,S
485_9659,S,,,S,R,,,R,S,S
485_6937,S,,,,R,,,,,
485_7018,S,,,,S,,,,,
485_13277,S,,,S,S,,,S,S,S
485_5567,S,S,,S,R,,,,,
485_9318,S,S,,S,S,,,,,
485_5518,S,S,,S,R,,,,,
485_17525,S,,,S,S,,,S,S,S
485_9711,S,,,S,R,,,R,S,S
485_9391,S,S,,S,R,,,,,
485_13564,S,,,S,R,,,S,S,S
485_17509,S,,,S,S,,,S,S,S
485_5366,S,S,,S,S,,,,,
485_13269,S,,,S,S,,,S,S,S
485_8583,S,S,,S,R,,,,,
485_13730,S,,,S,R,,,R,S,S
485_4207,R,S,,S,S,,,,,
485_8670,S,S,,S,S,,,,,
485_14858,S,,,S,S,,,R,S,S
485_13673,S,,,S,R,,,S,S,S
485_4372,R,S,,S,R,,,,,
485_8978,S,S,,S,R,,,,,
485_14791,S,,,S,R,,,R,S,S
485_83,S,S,S,S,R,,,,S,R
485_9032,S,S,,S,S,,,,,
485_9778,R,S,,S,R,,,,S,R
485_4028,S,S,,S,R,,,,,
485_9081,S,S,,S,S,,,,,
485_257,S,S,R,S,R,,,,S,R
485_5508,S,S,,S,S,,,,,
485_13135,R,,,S,S,,,S,S,S
485_17830,,S,,S,R,,R,,,
485_5287,S,S,,S,R,,,,,
485_12906,S,,,S,S,,,S,S,S
485_17809,,S,,S,R,,R,,,
485_9291,S,S,,S,S,,,,,
485_9058,S,S,,S,S,,,,,
485_8271,S,S,,S,R,,,,,
485_17508,S,,,S,S,,,S,S,S
485_9149,S,S,,S,S,,,,,
485_17871,,S,,S,R,,R,,,
485_286,S,S,S,S,R,,,,S,R
485_15576,S,,,S,S,,,S,S,S
485_14838,S,,,S,S,,,S,S,S
485_9556,S,S,,S,R,,,,,
485_13025,S,,,S,S,,,S,S,S
485_13498,S,,,S,S,,,S,S,S
485_17514,S,,,S,S,,,S,S,S
485_14513,S,,,S,S,,,R,S,S
485_287,S,S,S,S,R,,,,S,R
485_15658,S,,,S,S,,,S,S,S
485_3866,S,S,,S,R,,,,,
485_15454,S,S,,S,S,,,,,
485_14798,S,,,S,S,,,S,S,S
485_14445,S,,,S,S,,,R,S,S
485_3904,R,S,,S,R,,,,,
485_8995,S,S,,S,S,,,,,
485_13358,S,,,S,S,,,R,S,S
485_365,S,S,,S,S,,,,,
485_8779,S,S,,S,R,,,,,
485_17073,S,,,S,S,,,S,S,S
485_14974,S,,,S,R,,,R,S,S
485_232,S,S,S,S,S,,,,S,R
485_17447,S,,,S,S,,,S,S,S
485_5618,S,S,,S,R,,,,,
485_14048,R,,,S,S,,,S,S,S
485_299,R,S,,S,,,,,,
485_15666,S,,,S,R,,,S,S,S
485_9566,S,S,,S,R,,,,,
485_9458,S,S,,S,,,,,,
485_729,S,S,,S,R,S,,R,S,R
485_17896,R,,,S,,,,,,
485_14085,S,,,S,S,,,S,S,S
485_3827,S,S,,S,S,,,,,
485_13392,S,,,S,R,,,S,S,
485_99,S,S,S,S,S,,,,S,S
485_9752,S,S,,S,R,,,,S,R
485_8803,S,S,,S,S,,,,,
485_13939,S,,,S,R,,,S,S,S
485_816,S,S,,S,R,R,,R,S,R
485_5371,S,S,,S,S,,,,,
485_14479,S,,,S,S,,,S,S,S
485_13463,S,,,S,R,,,S,S,S
485_15450,S,S,,S,S,,,,,
485_3666,R,S,,S,R,,,,,
485_15027,S,,,S,R,,,S,S,S
485_4017,S,S,,S,R,,,,,
485_17653,S,,,S,S,,,S,S,S
485_13141,S,,,S,R,,,R,S,
485_577,R,S,,S,,,,,,
485_13616,S,,,S,S,,,S,S,S
485_14529,S,,,S,S,,,R,S,S
485_214,S,S,R,S,R,,,,S,R
485_13721,S,,,S,S,,,S,S,S
485_14193,S,,,S,S,,,R,S,S
485_8529,S,S,,S,R,,,,,
485_8927,S,S,,S,R,,,,,
485_15578,S,,,S,S,,,S,S,S
485_16542,S,,,S,S,,,S,S,S
485_9611,S,S,,S,,,,,,
485_9748,S,S,,S,R,,,,S,R
485_812,S,S,,S,R,R,,R,S,R
485_8100,R,,,R,R,,,R,S,R
485_8588,S,S,,S,S,,,,,
485_8408,S,S,,S,R,,,,,
485_17573,S,,,S,S,,,S,S,S
485_62,S,S,S,S,S,,,,S,R
485_4411,,S,,S,R,,,,,
485_5614,S,S,,S,R,,,,,
485_697,S,S,,S,R,R,,R,S,R
485_5189,S,S,,S,S,,,,,
485_5036,S,S,,S,S,,,,,
485_822,R,S,,S,R,R,,R,S,R
485_3867,S,S,,S,S,,,,,
485_14237,S,,,S,S,,,S,S,S
