,Carbapenem,Cephem,Fluoroquinolone,Folate,Glycopeptide,Lincosamide,Macrolide,Oxazolidinone,Penicilin,Phenicol,Streptogramin,Tetracycline
1313_26683,,,,R,,,S,,R,S,,R
1313_31724,,,,S,,,S,,S,S,,S
1313_32490,,,,R,,,R,,S,S,,R
1313_26913,,,,R,,,S,,S,S,,R
1313_26116,,,,R,,,,,R,,,
1313_25324,,,,R,,,R,,S,S,,S
1313_27117,,,,R,,,S,,S,S,,R
1313_27224,,,,R,,,R,,S,S,,R
1313_12303,,S,,R,,,,,,,,
1313_33669,,,,S,,,S,,S,S,,S
1313_10597,,S,,R,,,,,,,,
1313_47086,,S,S,R,,S,R,,,S,,R
1313_31276,,,,R,,,S,,S,S,,R
1313_10964,,S,,R,,,,,,,,
1313_33445,,,,R,,,R,,R,S,,S
1313_30830,,,,R,,,S,,S,S,,S
1313_32289,,,,R,,,R,,R,,,R
1313_46956,,R,S,S,,S,R,,,S,,S
1313_31795,,,,S,,,S,,S,S,,S
1313_10329,,S,,S,,,,,,,,
1313_29852,,,,R,,,S,,S,,,S
1313_42013,S,S,,S,,S,S,,S,,,S
1313_11080,,S,,R,,,,,,,,
1313_8709,,,,S,,,S,,S,S,,S
1313_24472,,,,R,,,S,,S,S,,S
1313_46704,,R,S,S,,S,R,,,S,,S
1313_47127,,S,S,R,,S,R,,,S,,S
1313_32514,,,,S,,,S,,S,S,,S
1313_32533,,,,S,,,S,,S,S,,R
1313_31222,,,,R,,,S,,S,S,,S
1313_32523,,,,R,,,R,,S,S,,S
1313_10237,,R,,R,,,,,,,,
1313_6969,,,,,,,,S,,,S,
1313_30989,,,,R,,,S,,S,S,,S
1313_33670,,,,S,,,S,,R,S,,S
1313_12822,,S,,R,,,,,,,,
1313_47128,,R,S,R,,S,R,,,S,,R
1313_23554,,,,R,,,S,,S,S,,S
1313_28046,,,,,,,S,,S,S,,
1313_25391,,,,S,,,S,,S,S,,S
1313_10711,,S,,S,,,,,,,,
1313_24023,,,,R,,,S,,S,S,,R
1313_46995,,S,S,R,,S,R,,,S,,S
1313_27321,,,,S,,,S,,S,S,,R
1313_21014,,,,S,,,S,,,S,,S
1313_10132,,S,,R,,,,,,,,
1313_26776,,,,R,,,S,,S,S,,S
1313_27612,,,,R,,,R,,S,,,S
1313_32048,,,,R,,,R,,R,S,,R
1313_42058,S,S,,S,,S,S,,S,,,S
1313_24446,,,,S,,,R,,S,S,,R
1313_32206,,,,S,,,S,,S,S,,R
1313_30944,,,,S,,,S,,S,S,,S
1313_32753,,,,R,,,,,R,,,R
1313_23425,,,,R,,,S,,S,S,,S
1313_31738,,,,S,,,S,,S,S,,S
1313_21001,,,,S,,,S,,S,S,,S
1313_47240,,S,S,S,,S,R,,,S,,R
1313_33341,,,,R,,,R,,S,S,,R
1313_23659,,,,S,,,S,,,S,,S
1313_17398,,,,S,,S,S,,S,,,S
1313_32191,,,,S,,,S,,S,S,,R
1313_8606,,,,S,,,S,,S,S,,R
1313_12042,,S,,R,,,,,,,,
1313_32174,,,,R,,,S,,S,S,,R
1313_33466,,,,R,,,R,,R,S,,S
1313_12722,,S,,R,,,,,,,,
1313_12499,,S,,S,,,,,,,,
1313_11349,,S,,R,,,,,,,,
1313_21810,,,,S,,,S,,S,,,S
1313_31739,,,,R,,,R,,R,S,,S
1313_23621,,,,R,,,R,,R,S,,R
1313_24908,,,,S,,,S,,S,S,,R
1313_26046,,,,R,,,S,,R,,,R
1313_26758,,,,R,,,R,,R,S,,R
1313_31462,,,,R,,,S,,R,S,,S
1313_24867,,,,R,,,S,,R,S,,R
1313_33896,,,,S,,,S,,S,S,,S
1313_25817,,,,S,,,R,,S,S,,R
1313_24942,,,,S,,,S,,S,S,,R
1313_26914,,,,R,,,S,,S,S,,S
1313_25163,,,,R,,,R,,S,S,,R
1313_33810,,,,S,,,S,,S,S,,R
1313_9140,,,,S,,,S,,S,S,,S
1313_24532,,,,R,,,S,,S,S,,S
1313_34134,,,,R,,,S,,R,S,,S
1313_24393,,,,S,,,S,,S,S,,S
1313_31659,,,,,,,,,R,R,,R
1313_8986,,,,S,,,S,,R,S,,S
1313_33934,,,,R,,,S,,S,S,,R
1313_26681,,,,R,,,S,,S,S,,R
1313_47105,,S,S,S,,S,S,,,S,,S
1313_33437,,,,R,,,R,,R,S,,S
1313_30107,,,,S,,,S,,S,S,,R
1313_17422,S,S,,S,,S,S,,S,,,S
1313_20338,,,,S,,,S,,R,S,,S
1313_10941,,S,,S,,,,,,,,
1313_11459,,S,,R,,,,,,,,
1313_24886,,,,R,,,R,,S,S,,R
1313_33763,,,,R,,,,,S,,,R
1313_20610,,,,S,,,S,,R,S,,R
1313_26607,,,,R,,,S,,R,S,,R
1313_22131,,,,R,,,S,,R,,,S
1313_31081,,,,R,,,S,,R,S,,S
1313_27044,,,,R,,,S,,S,S,,R
1313_10310,,S,,R,,,,,,,,
1313_33230,,,,R,,,R,,R,,,R
1313_26057,,,,S,,,,,,,,
1313_33714,,,,R,,,S,,S,S,,R
1313_5665,,R,,,,,R,,,,,R
1313_46532,,S,S,S,,S,S,,,S,,S
1313_26772,,,,R,,,R,,R,S,,R
1313_47211,,S,S,R,,S,S,,,S,,S
1313_26728,,,,S,,,S,,S,S,,S
1313_27243,,,,R,,,S,,S,S,,S
1313_32224,,,,S,,,S,,S,S,,R
1313_24131,,,,,,,R,,S,,,
1313_22487,,,,R,,,S,,S,S,,R
1313_17373,,,,S,,S,R,,S,,,S
1313_32851,,,,R,,,R,,R,S,,R
1313_20311,,,,R,,,S,,,S,,S
1313_46857,,R,S,S,,S,R,,,S,,S
1313_33540,,,,R,,,R,,S,S,,S
1313_31699,,,,S,,,S,,S,S,,S
1313_23530,,,,S,,,S,,S,R,,R
760832_3,S,S,S,S,S,S,S,S,S,S,S,S
1313_26974,,,,R,,,S,,S,S,,S
1313_42082,S,S,,S,,S,S,,S,,,S
1313_20216,,,,R,,,S,,R,S,,S
1313_42010,S,S,,S,,S,S,,S,,,S
1313_5470,,S,,,,,R,,,S,,S
1313_10352,,S,,R,,,,,,,,
1313_26953,,,,R,,,S,,S,S,,S
1313_24445,,,,R,,,R,,S,S,,S
1313_11574,,S,,S,,,,,,,,
1313_26879,,,,R,,,S,,S,S,,S
1313_46985,,S,S,S,,S,S,,,S,,S
1313_23606,,,,S,,,R,,,S,,S
1313_32428,,,,,,,S,,R,R,,R
1313_8608,,,,S,,,S,,R,S,,R
1313_27376,,,,R,,,S,,R,S,,S
1313_6426,,R,,,,,R,,,,,
1313_32242,,,,S,,,S,,S,S,,R
1313_23807,,,,R,,,S,,R,S,,R
1313_5924,,S,,,,,S,,,,,S
1313_33366,,,,R,,,S,,S,S,,R
1313_30909,,,,R,,,S,,S,S,,S
1313_33123,,,,S,,,S,,S,S,,R
1313_26450,,,,R,,,S,,S,S,,R
1313_22075,,,,R,,,S,,S,,,R
1313_26605,,,,R,,,S,,S,S,,R
1313_33702,,,,S,,,S,,S,S,,R
1313_21803,,,,R,,,S,,S,,,S
1313_26587,,,,R,,,R,,S,S,,R
1313_30838,,,,S,,,S,,S,S,,S
1313_47098,,S,S,S,,S,S,,,S,,S
1313_5590,,S,,,,,S,,,,,
1313_12190,,S,,R,,,,,,,,
1313_33815,,,,R,,,S,,R,S,,S
1313_24079,,,,S,,,S,,S,S,,R
1313_22102,,,,R,,,R,,R,,,R
1313_11040,,S,,R,,,,,,,,
1313_25214,,,,R,,,S,,R,,,R
1313_6425,,S,,,,,R,,,S,,S
1313_20755,,,,S,,,S,,R,S,,S
1313_26461,,,,S,,,S,,S,S,,R
1313_32942,,,,,,,S,,S,,,R
1313_24067,,,,S,,,S,,,S,,S
1313_47041,,S,S,R,,S,S,,,S,,S
1313_5764,,R,,,,,R,,,,,
1313_9038,,,,R,,,R,,R,S,,R
1313_26946,,,,R,,,S,,R,S,,S
1313_24499,,,,R,,,S,,S,S,,S
1313_24641,,,,S,,,S,,S,S,,R
1313_23582,,,,S,,,S,,,S,,S
1313_20330,,,,R,,,R,,R,S,,R
1313_46676,,S,S,S,,S,S,,,S,,S
1313_6345,,S,,,,,S,,,,,
1313_31007,,,,S,,,S,,,S,,S
1313_6359,,,,,,,,,,S,,
1313_29759,,,,S,,,S,,S,,,S
1313_25695,,,,R,,,S,,S,S,,R
1313_32495,,,,R,,,S,,S,S,,R
1313_5970,,S,,,,,S,,,S,,S
1313_25164,,,,S,,,,,,,,
1313_47236,,S,S,R,,S,S,,,S,,R
1313_10587,,S,,R,,,,,,,,
1313_42045,S,S,,S,,S,S,,S,,,S
1313_12800,,S,,R,,,,,,,,
1313_24307,,,,S,,,S,,S,S,,S
1313_46620,,S,S,S,,S,S,,,S,,S
1313_46964,,S,S,S,,S,S,,,S,,R
1313_46814,,S,S,S,,S,S,,,S,,S
1313_20542,,,,S,,,S,,S,S,,S
1313_27909,,,,R,,,R,,S,S,,R
1313_33675,,,,R,,,S,,S,S,,S
1313_17405,S,S,,S,,S,S,,S,,,S
1313_34288,,,,,,,,,S,S,,
1313_27257,,,,R,,,R,,S,S,,R
1313_32040,,,,R,,,R,,R,S,,R
1313_30204,,,,,,,R,,R,,,
1313_24534,,,,S,,,R,,S,R,,S
1313_25372,,,,R,,,R,,R,R,,R
1313_20665,,,,S,,,S,,S,S,,S
1313_25537,,,,R,,,R,,R,R,,R
1313_32695,,,,R,,,S,,R,S,,R
1313_30167,,,,,,,R,,S,,,
1313_5591,,R,,,,,R,,,,,
1313_45061,S,S,S,S,S,S,R,S,,S,,R
1313_20316,,,,S,,,S,,,S,,S
1313_25479,,,,R,,,,,,R,,R
1313_23709,,,,R,,,R,,R,S,,R
1313_25864,,,,R,,,,,S,,,
1313_33422,,,,R,,,R,,R,R,,R
1313_33229,,,,R,,,,,R,,,R
1313_33467,,,,S,,,S,,S,S,,S
1313_32655,,,,R,,,R,,R,,,R
1313_32479,,,,S,,,S,,S,S,,S
1313_30880,,,,R,,,R,,R,S,,R
1313_24726,,,,,,,S,,S,S,,S
1313_30850,,,,R,,,S,,R,S,,S
1313_24061,,,,S,,,S,,,S,,S
1313_31110,,,,R,,,S,,,S,,R
1313_31997,,,,R,,,S,,S,S,,S
1313_9260,,,,R,,,R,,S,S,,S
1313_27045,,,,R,,,R,,S,S,,R
1313_24699,,,,,,,S,,R,S,,S
1313_27256,,,,R,,,S,,S,S,,S
1313_31863,,,,R,,,R,,S,S,,S
1313_8852,,,,R,,,R,,R,S,,R
1313_23373,,,,R,,,R,,R,S,,R
1313_25403,,,,S,,,S,,S,S,,S
1313_24340,,,,R,,,R,,R,S,,R
1313_17415,S,S,,S,,S,R,,S,,,S
1313_30323,,,,,,,R,,S,,,R
1313_10489,,S,,S,,,,,,,,
1313_47183,,S,S,S,,S,S,,,S,,S
1313_30980,,,,S,,,S,,S,S,,S
1313_31301,,,,S,,,S,,,S,,S
1313_9112,,,,S,,,S,,S,S,,R
1313_31032,,,,S,,,S,,S,S,,S
1313_30957,,,,R,,,R,,R,S,,R
1313_32064,,,,S,,,S,,S,S,,R
1313_34231,,,,R,,,S,,R,R,,R
1313_33485,,,,S,,,S,,S,S,,S
1313_24632,,,,R,,,S,,S,S,,S
1313_12677,,S,,R,,,,,,,,
1313_29886,,,,R,,,S,,S,S,,S
1313_31862,,,,R,,,R,,S,R,,S
1313_11752,,S,,R,,,,,,,,
1313_32112,,,,,,,R,,R,R,,R
1313_24659,,,,,,,S,,S,S,,
1313_20147,,,,,,,R,,S,,,
1313_23549,,,,S,,,R,,S,S,,S
1313_30398,,,,R,,,R,,S,S,,S
1313_32034,,,,S,,,S,,S,S,,S
1313_11248,,S,,S,,,,,,,,
1313_24982,,,,R,,,,,S,,,
1313_31193,,,,R,,,S,,S,S,,S
1313_23123,,,,,,,S,,S,R,,R
1313_27253,,,,S,,,S,,S,S,,S
1313_46710,,R,S,S,,S,R,,,S,,S
1313_33495,,,,S,,,S,,S,S,,S
1313_22133,,,,R,,,S,,S,,,S
1313_31979,,,,R,,,R,,R,R,,R
1313_30916,,,,R,,,S,,S,S,,S
1313_30383,,,,,,,S,,R,R,,R
1313_27147,,,,R,,,S,,S,R,,R
1313_8813,,,,R,,,R,,R,S,,R
1105119_3,S,R,S,R,S,R,R,S,R,S,S,S
1313_46588,,R,S,S,,S,R,,,S,,S
1313_23593,,,,S,,,S,,S,S,,S
1313_20940,,,,R,,,S,,S,S,,S
1313_24804,,,,S,,,S,,S,S,,R
1313_25170,,,,R,,,R,,R,,,R
1313_20671,,,,S,,,R,,R,S,,S
1313_23050,,,,S,,,S,,S,S,,R
1313_23422,,,,S,,,S,,S,S,,S
1313_31034,,,,R,,,S,,R,S,,S
1313_41969,S,S,,S,,S,S,,S,,,S
1313_27457,,,,S,,,S,,S,S,,S
1313_27159,,,,R,,,S,,R,S,,R
1313_23700,,,,R,,,S,,,S,,R
1313_30376,,,,,,,S,,S,S,,
1313_9278,,,,R,,,R,,R,R,,R
1313_31773,,,,S,,,S,,S,S,,S
1313_12555,,S,,S,,,,,,,,
1313_12964,,S,,R,,,,,,,,
1313_30100,,,,S,,,S,,R,S,,R
1313_31094,,,,S,,,S,,,S,,S
1313_21465,,,,S,,,S,,S,,,S
1313_10797,,S,,R,,,,,,,,
1313_31723,,,,R,,,S,,R,S,,R
1313_25296,,,,S,,,R,,S,S,,S
1313_17448,S,S,,S,,S,R,,S,,,S
1313_46770,,S,S,S,,S,S,,,S,,S
1313_27136,,,,S,,,S,,S,S,,R
1313_46535,,S,S,S,,S,S,,,S,,S
760829_3,S,S,S,S,S,R,R,S,R,S,S,R
1313_25884,,,,R,,,,,,,,
1313_24486,,,,S,,,S,,S,S,,S
1313_33718,,,,S,,,S,,S,S,,R
1313_46939,,R,S,S,,S,R,,,S,,S
1313_24978,,,,R,,,,,,,,
1313_9196,,,,R,,,R,,R,S,,R
1313_23521,,,,S,,,S,,S,S,,S
1313_31740,,,,S,,,S,,S,S,,S
1313_30128,,,,R,,,R,,S,S,,R
1313_12831,,S,,R,,,,,,,,
1313_10598,,R,,R,,,,,,,,
1313_30697,,,,R,,,S,,S,S,,S
1313_25362,,,,S,,,S,,S,S,,S
1313_24389,,,,S,,,S,,S,S,,S
1313_23257,,,,,,,R,,R,S,,S
1313_27245,,,,S,,,,,,,,
1313_10293,,S,,S,,,,,,,,
1313_42069,S,S,,S,,S,S,,S,,,S
1313_9089,,,,R,,,R,,R,S,,R
1313_25059,,,,R,,,,,S,,,
1313_26685,,,,S,,,R,,S,S,,R
1313_46829,,S,S,R,,S,R,,,S,,S
1313_23126,,,,,,,S,,S,R,,S
1313_33865,,,,S,,,S,,S,S,,R
1313_32374,,,,S,,,S,,S,S,,R
1313_24521,,,,S,,,S,,S,S,,S
1313_6213,,R,,,,,R,,,R,,R
1313_6867,,,,,,,R,,,R,,R
1313_23553,,,,S,,,S,,S,S,,S
1313_24833,,,,R,,,R,,R,S,,R
1313_23705,,,,S,,,S,,S,S,,S
1313_32311,,,,R,,,R,,R,,,R
1313_23853,,,,S,,,S,,S,S,,S
760771_3,R,R,S,R,S,S,R,,R,S,S,R
1313_46631,,S,S,S,,S,R,,,S,,S
1313_31080,,,,S,,,R,,,S,,R
1313_23442,,,,S,,,S,,S,S,,R
1313_46729,,S,S,S,,S,R,,,S,,S
1313_26466,,,,R,,,S,,S,S,,R
1313_10782,,S,,R,,,,,,,,
1313_10865,,S,,R,,,,,,,,
1313_11031,,S,,S,,,,,,,,
1313_10281,,S,,R,,,,,,,,
1313_26539,,,,R,,,S,,S,S,,R
1313_33678,,,,R,,,S,,S,S,,R
1313_24438,,,,R,,,R,,S,R,,S
1313_30803,,,,R,,,S,,S,S,,S
1313_29997,,,,R,,,S,,S,S,,R
1313_23063,,,,S,,,S,,S,S,,S
1313_25385,,,,R,,,R,,R,S,,R
1313_24665,,,,,,,S,,,S,,R
1313_23210,,,,,,,R,,R,,,
1313_6470,,,,,,,R,,,S,,R
1313_25120,,,,R,,,R,,S,,,R
1313_5507,,S,,,,,S,,,S,,S
1313_10674,,S,,R,,,,,,,,
1313_24331,,,,S,,,R,,S,S,,S
1313_17397,S,S,,S,,S,R,,S,,,S
1313_29833,,,,R,,,S,,S,,,S
1313_33639,,,,R,,,S,,S,S,,S
1313_33081,,,,R,,,R,,R,R,,R
1313_12341,,S,,R,,,,,,,,
1313_33831,,,,S,,,S,,S,S,,S
1313_20268,,,,S,,,R,,R,S,,R
1313_10337,,R,,R,,,,,,,,
1313_32133,,,,,,,S,,R,S,,R
1313_26785,,,,R,,,R,,R,S,,R
1313_34226,,,,S,,,S,,R,S,,R
1313_29821,,,,S,,,S,,S,,,S
1313_17345,S,S,,S,,S,S,,S,,,S
1313_24934,,,,R,,,R,,R,S,,R
1313_21779,,,,R,,,S,,S,,,R
1313_26694,,,,R,,,S,,S,S,,R
1313_33237,,,,S,,,,,,,,
1313_27171,,,,R,,,S,,S,R,,R
1313_23662,,,,S,,,S,,R,S,,S
1313_27187,,,,S,,,S,,S,S,,S
1313_24343,,,,R,,,R,,R,S,,S
1313_30695,,,,S,,,S,,S,S,,S
1313_11631,,S,,R,,,,,,,,
1313_24441,,,,S,,,S,,S,S,,S
1313_23672,,,,S,,,S,,S,S,,S
1313_24551,,,,S,,,S,,S,S,,S
1313_30718,,,,S,,,S,,R,S,,S
1313_32156,,,,S,,,S,,S,S,,R
1313_34148,,,,R,,,R,,R,R,,R
760837_3,R,R,S,R,S,S,R,S,R,S,S,S
1313_26751,,,,S,,,R,,S,S,,R
1313_22082,,,,S,,,S,,S,,,R
1313_10863,,S,,R,,,,,,,,
1313_31524,,,,R,,,R,,S,S,,R
1313_23237,,,,,,,R,,R,,,
1313_24619,,,,R,,,R,,S,S,,R
1313_11741,,S,,R,,,,,,,,
1313_6190,,S,,,,,S,,,S,,S
1313_27396,,,,R,,,S,,S,S,,S
1313_22971,,,,,,,R,,S,S,,R
1313_31278,,,,R,,,R,,S,S,,R
1313_30937,,,,R,,,S,,R,S,,S
1313_10819,,S,,R,,,,,,,,
1313_33051,,,,S,,,,,,,,
1313_20385,,,,R,,,S,,S,S,,S
1313_29818,,,,S,,,S,,S,,,S
1313_46793,,S,S,S,,R,R,,,S,,R
1313_26436,,,,R,,,,,R,,,
1313_30708,,,,S,,,R,,R,S,,S
1313_31629,,,,,,,,,R,R,,R
1313_24786,,,,,,,S,,S,S,,R
1313_25325,,,,S,,,S,,S,S,,S
1313_47189,,S,S,S,,R,R,,,R,,R
1313_6235,,S,,,,,S,,,,,
1313_26171,,,,R,,,S,,S,S,,R
1313_11790,,S,,R,,,,,,,,
1313_17341,S,S,,S,,S,S,,S,,,S
1313_33834,,,,S,,,S,,S,S,,S
1313_20636,,,,S,,,S,,R,S,,S
1313_23051,,,,S,,,S,,S,S,,S
1313_11027,,S,,S,,,,,,,,
1313_25742,,,,R,,,S,,S,S,,R
1313_33454,,,,R,,,S,,S,S,,S
1313_24352,,,,R,,,R,,R,S,,R
1313_30910,,,,R,,,S,,S,S,,S
1313_24342,,,,R,,,R,,R,S,,R
1313_32151,,,,R,,,R,,S,S,,R
1313_24747,,,,,,,S,,S,S,,R
1313_25669,,,,R,,,S,,S,S,,S
1313_10039,,S,,S,,,,,,,,
1313_33107,,,,R,,,R,,S,S,,R
1313_31776,,,,S,,,R,,S,S,,S
1313_24075,,,,R,,,S,,,S,,S
1313_30918,,,,R,,,S,,R,S,,S
1313_26631,,,,R,,,S,,R,S,,R
1313_30092,,,,R,,,R,,S,S,,R
1313_10224,,S,,R,,,,,,,,
1313_23693,,,,S,,,R,,S,S,,R
1313_41982,S,S,,S,,S,S,,S,,,S
1313_26500,,,,R,,,R,,R,S,,R
1313_24601,,,,S,,,S,,S,S,,S
1313_23398,,,,S,,,S,,R,S,,S
1313_20090,,,,S,,,S,,,S,,S
1313_24944,,,,R,,,R,,R,S,,R
1313_22932,,,,,,,R,,R,S,,R
1313_33436,,,,S,,,S,,S,S,,S
1313_31162,,,,R,,,R,,S,S,,R
1313_24862,,,,R,,,S,,R,S,,R
1313_46623,,S,S,S,,S,S,,,S,,S
1313_29764,,,,R,,,S,,S,,,S
1313_46846,,S,S,S,,R,R,,,S,,R
1313_10321,,S,,R,,,,,,,,
1313_24929,,,,R,,,R,,R,S,,R
1313_20227,,,,R,,,S,,,S,,S
1313_12626,,S,,R,,,,,,,,
1313_29698,,,,S,,,S,,S,,,S
1313_47060,,S,S,S,,S,S,,,S,,S
1313_33565,,,,R,,,R,,S,S,,S
1313_30390,,,,S,,,S,,S,S,,S
1313_27330,,,,S,,,S,,S,S,,S
1313_26570,,,,R,,,S,,S,S,,R
1313_42081,S,S,,S,,S,R,,S,,,S
1313_33089,,,,R,,,S,,S,S,,R
1313_25253,,,,,,,S,,S,S,,R
1313_23485,,,,R,,,S,,S,S,,S
1313_26602,,,,S,,,S,,S,S,,R
1313_26552,,,,R,,,S,,S,S,,R
1313_27926,,,,S,,,S,,S,S,,S
1313_32003,,,,S,,,S,,S,S,,S
1313_32852,,,,S,,,S,,S,S,,S
1313_32089,,,,,,,S,,R,S,,R
1313_22978,,,,,,,S,,S,S,,R
1313_30250,,,,R,,,S,,S,S,,R
1313_23608,,,,S,,,S,,R,S,,R
1313_12897,,S,,R,,,,,,,,
1313_47084,,S,S,S,,S,S,,,S,,S
1313_24501,,,,,,,R,,S,,,R
1313_25079,,,,R,,,,,S,,,
1313_25794,,,,S,,,R,,S,S,,S
1313_24094,,,,R,,,S,,R,S,,R
1313_26584,,,,R,,,S,,S,S,,R
1313_11163,,S,,R,,,,,,,,
1313_31950,,,,R,,,R,,R,S,,S
1313_33877,,,,S,,,S,,S,S,,R
1313_23892,,,,S,,,S,,S,S,,R
1313_31868,,,,R,,,S,,R,S,,S
1313_47113,,S,S,S,,R,R,,,S,,R
1313_22378,,,,S,,,S,,S,S,,S
1313_20550,,,,S,,,R,,R,S,,R
1313_30786,,,,R,,,S,,S,S,,S
1313_26104,,,,S,,,,,,,,
1313_25377,,,,R,,,R,,S,S,,S
1313_26121,,,,R,,,S,,R,S,,R
1313_47245,,S,S,S,,S,S,,,S,,S
1313_34345,,,,R,,,R,,R,S,,R
1313_33926,,,,S,,,S,,S,S,,S
1313_32900,,,,,,,S,,S,,,R
1313_32043,,,,R,,,S,,S,S,,S
1313_13034,,S,,S,,,,,,,,
1313_20039,,,,R,,,S,,R,S,,S
1313_24058,,,,R,,,R,,,S,,R
1313_26106,,,,R,,,R,,R,,,R
1313_33561,,,,R,,,S,,R,S,,S
1313_33316,,,,R,,,S,,S,S,,R
1313_30849,,,,S,,,S,,S,S,,S
1313_34145,,,,R,,,S,,S,S,,S
1313_23859,,,,R,,,S,,,S,,R
1313_17378,S,S,,S,,S,S,,S,,,S
1313_32029,,,,S,,,S,,R,S,,S
1313_8983,,,,R,,,R,,R,S,,R
1313_30585,,,,,,,S,,S,,,
1313_33249,,,,R,,,,,R,,,
1313_20020,,,,S,,,S,,S,S,,S
1313_21514,,,,S,,,S,,S,,,S
1313_27048,,,,R,,,S,,S,S,,R
1313_12056,,S,,R,,,,,,,,
1313_28021,,,,S,,,S,,S,R,,S
1313_46991,,R,S,R,,S,R,,,S,,R
1313_32857,,,,S,,,S,,S,S,,R
1313_26905,,,,R,,,S,,S,S,,S
1313_33856,,,,S,,,S,,S,S,,R
1313_31483,,,,R,,,S,,,S,,R
1313_32322,,,,R,,,,,S,,,
1313_30566,,,,,,,S,,S,,,
1313_26580,,,,S,,,S,,S,S,,R
760809_3,S,R,S,R,S,S,R,S,R,S,S,R
1313_27223,,,,R,,,S,,S,S,,S
1313_31736,,,,R,,,S,,S,S,,S
1313_47022,,S,S,R,,S,S,,,S,,S
1313_24002,,,,R,,,S,,,S,,R
1313_30779,,,,R,,,S,,S,S,,S
1313_33254,,,,S,,,,,,,,
1313_11786,,S,,S,,,,,,,,
1313_24093,,,,R,,,S,,S,S,,R
1313_32751,,,,R,,,S,,R,,,R
1313_24712,,,,,,,S,,S,S,,R
1313_31159,,,,S,,,S,,,S,,R
1313_33195,,,,,,,S,,,S,,R
1313_13850,,S,,,,,,,S,,,
760848_3,S,S,S,R,S,R,R,S,R,S,S,R
1313_5908,,S,,,,,S,,,S,,S
1313_27378,,,,S,,,S,,S,S,,S
1313_24074,,,,S,,,S,,S,S,,R
1313_26745,,,,S,,,S,,S,S,,S
1313_20191,,,,,,,R,,R,,,
1313_33658,,,,R,,,S,,S,S,,R
1313_24822,,,,S,,,S,,R,S,,R
1313_46735,,S,S,S,,S,R,,,S,,S
1313_22855,,,,R,,,S,,S,S,,S
1313_12604,,S,,R,,,,,,,,
1313_25204,,,,R,,,R,,,,,R
1313_6566,,S,,,,,R,,,S,,R
1313_25693,,,,R,,,S,,R,S,,R
1313_30766,,,,S,,,S,,S,S,,S
1313_34211,,,,S,,,R,,S,S,,S
1313_17435,S,S,,S,,S,S,,S,,,S
1313_22720,,,,,,,R,,S,,,
1313_27269,,,,S,,,S,,S,S,,R
1313_24928,,,,R,,,S,,S,S,,R
1313_23787,,,,R,,,R,,R,S,,R
1313_26514,,,,R,,,S,,S,S,,R
1313_25859,,,,R,,,,,R,,,R
1313_29845,,,,R,,,S,,R,,,R
1313_46639,,S,S,S,,S,S,,,S,,S
1313_30593,,,,,,,R,,R,,,
1313_32006,,,,S,,,S,,S,S,,S
1313_31177,,,,R,,,S,,R,S,,R
1313_31969,,,,R,,,R,,R,S,,S
1313_30672,,,,R,,,S,,,S,,
1313_32537,,,,R,,,S,,R,,,R
1313_9325,,,,R,,,R,,R,S,,R
1313_26730,,,,S,,,S,,S,S,,S
1313_31228,,,,S,,,S,,,S,,R
1313_12176,,S,,R,,,,,,,,
1313_33535,,,,S,,,S,,S,S,,S
1313_23738,,,,S,,,S,,,S,,R
1313_22641,,,,S,,,S,,R,S,,R
1313_26814,,,,S,,,S,,S,S,,R
1313_26923,,,,R,,,S,,S,S,,S
1313_33449,,,,S,,,S,,S,S,,S
1313_24481,,,,R,,,R,,R,S,,R
1313_33489,,,,R,,,S,,R,S,,S
1313_31977,,,,R,,,R,,S,S,,S
1313_25605,,,,R,,,S,,R,R,,R
1313_26609,,,,S,,,S,,S,S,,R
1313_46557,,S,S,S,,S,S,,,S,,S
1313_47187,,S,S,S,,S,S,,,S,,S
1313_10811,,S,,R,,,,,,,,
1313_26741,,,,S,,,S,,S,S,,S
1313_25557,,,,R,,,,,,,,
1313_46924,,R,S,S,,R,R,,,S,,R
1313_20154,,,,,,,R,,R,,,
1313_47213,,S,S,R,,S,S,,,S,,S
760786_3,R,R,S,R,S,S,R,,R,S,,R
1313_12872,,S,,S,,,,,,,,
1313_25668,,,,R,,,S,,S,S,,R
1313_30936,,,,S,,,S,,S,S,,S
1313_10276,,S,,R,,,,,,,,
1313_32202,,,,R,,,R,,S,S,,R
1313_10556,,S,,R,,,,,,,,
1313_25057,,,,R,,,,,,,,
1313_32473,,,,R,,,R,,R,R,,R
1313_25748,,,,R,,,S,,S,S,,R
1313_17368,S,S,,S,,S,S,,S,,,S
1313_25928,,,,R,,,S,,S,,,S
1313_9306,,,,R,,,R,,R,S,,R
1313_5482,,S,,,,,S,,,,,
1313_12917,,S,,R,,,,,,,,
1313_33338,,,,R,,,S,,S,S,,R
1313_33970,,,,S,,,S,,S,S,,S
1313_46877,,S,S,S,,R,R,,,R,,R
1313_42018,S,S,,S,,S,S,,S,,,S
1313_20339,,,,S,,,S,,R,S,,S
1313_32485,,,,R,,,S,,S,S,,S
1313_46802,,R,S,S,,S,R,,,S,,S
1313_24574,,,,R,,,,,S,R,,R
1313_6461,,S,,,,,S,,,S,,S
1313_20153,,,,,,,S,,S,,,
1313_27231,,,,S,,,S,,S,R,,R
1313_22956,,,,,,,S,,S,S,,R
